case_id,customer_id,case_type,assigned_agent,opened_date,closed_date,status
CSE724587973E,CUST100018743,Warranty Claim,Kathryn Gonzalez,2026-06-06,,Closed
CSE6A82B29A77,CUST100050782,Escalated Complaint,Thomas Jackson,2026-05-23,2026-06-22,Closed
CSE48E3ED2855,CUST100055780,Escalated Complaint,Rachel Jones,2026-06-11,2026-07-19,Closed
CSE9A2F6536D5,CUST100001735,Retention Save,Kyle Powers,2026-05-02,2026-05-17,Closed
CSE8FA9E9C7F1,CUST100027979,Warranty Claim,John Krause,2026-04-29,2026-05-26,Closed
CSEF00C13A377,CUST100074305,Escalated Complaint,Kelly Freeman,2026-03-14,2026-04-16,Open
CSEF60BE14B73,CUST100048148,Fraud Investigation,Andrea Thornton,2026-04-30,2026-06-01,Closed
CSE434D9250AA,CUST100022183,Retention Save,Travis Davis,2026-04-14,2026-05-25,Closed
CSE3502002BF4,CUST100010514,Warranty Claim,Dr. Rhonda Morales,2026-02-10,,Closed
CSE31B01B9980,CUST100063344,Warranty Claim,Evan Larsen,2026-01-08,2026-02-12,Closed
CSE79511B9637,CUST100078778,Fraud Investigation,Robert Morgan,2026-06-09,,Closed
CSEAE874773AC,CUST100076022,Warranty Claim,Jenna Eaton,2026-06-11,2026-07-24,Closed
CSEE809018E8D,CUST100022089,Contract Dispute,Stephanie Wagner DVM,2026-07-21,2026-08-12,Closed
CSE3685F79841,CUST100099390,Escalated Complaint,Ronald Thompson,2026-02-22,2026-03-21,Closed
CSE3D53785D38,CUST100009987,Contract Dispute,Douglas Cunningham,2026-03-12,,Closed
CSE9F1FFE566C,CUST100038752,Contract Dispute,Jeffrey Espinoza,2026-07-12,,Closed
CSE25416B3CD8,CUST100078856,Escalated Complaint,Carl Martinez,2026-03-09,2026-03-25,Open
CSEF41218C97D,CUST100046850,Retention Save,David Hall,2026-03-27,2026-05-01,Open
CSEBF3E6D68D5,CUST100037735,Contract Dispute,Elizabeth Ramos,2026-03-14,2026-04-19,Closed
CSE7FCBF89970,CUST100055546,Warranty Claim,Bridget Gordon,2026-06-21,2026-07-30,Open
CSEE108A37F13,CUST100044085,Contract Dispute,Antonio Stanton,2026-01-28,,Closed
CSEBB6692D23C,CUST100080367,Contract Dispute,Sandy Griffin,2026-05-18,2026-05-20,Closed
CSE0C4313D8D8,CUST100083515,Fraud Investigation,Jamie Austin,2026-07-10,,Closed
CSE8F2A18867C,CUST100081281,Contract Dispute,Lori Joseph,2026-06-23,2026-07-08,Open
CSEE158E93278,CUST100052850,Retention Save,Jason Donovan,2026-05-31,2026-06-23,Closed
CSE1EC82025FA,CUST100057169,Warranty Claim,Jillian Shepard,2026-04-26,,Pending Customer Response
CSEB8DB4011B8,CUST100049058,Fraud Investigation,James Harrington,2026-02-01,2026-03-02,Closed
CSE43C71BCD93,CUST100055966,Contract Dispute,Laura Madden,2026-07-20,,Closed
CSE1C88A20F24,CUST100026966,Warranty Claim,Lindsey Brown,2026-02-21,2026-03-26,Closed
CSE0C0564C678,CUST100089192,Fraud Investigation,Tracy Gibson,2026-05-09,2026-06-06,Closed
CSEB417B98BC3,CUST100041458,Contract Dispute,Eric Cohen,2026-06-21,,Open
CSE365A18FF1A,CUST100098928,Retention Save,Andrew Meadows,2026-05-10,2026-06-01,Closed
CSE86E2571798,CUST100000761,Contract Dispute,Courtney Howard,2026-04-11,2026-05-04,Closed
CSE2800DB5736,CUST100052548,Retention Save,Christopher Olson,2026-01-28,,Closed
CSE86ECF911AE,CUST100064205,Warranty Claim,Christopher Perkins,2026-05-28,2026-06-18,Closed
CSE37876AD02E,CUST100026457,Fraud Investigation,Debra Mccann,2026-02-27,2026-03-27,Closed
CSE9BF4DF3DFE,CUST100056428,Escalated Complaint,Karen Moore,2026-07-15,2026-07-21,Closed
CSE021CE35167,CUST100011389,Retention Save,Brian Powell,2026-01-16,2026-02-11,Open
CSE190D9C6C4E,CUST100049644,Contract Dispute,Thomas Roberts,2026-05-28,2026-06-04,Pending Customer Response
CSE37A674EE75,CUST100041569,Fraud Investigation,William Woods,2026-03-30,,Closed
CSE6AADE4041E,CUST100055484,Contract Dispute,Jeffrey Garcia,2026-02-12,,Closed
CSE88006A6938,CUST100027656,Warranty Claim,Holly Harrington,2026-04-12,2026-05-16,Closed
CSE0C3FE689BE,CUST100082209,Fraud Investigation,Theresa Klein,2026-02-21,2026-02-24,Closed
CSEB8FF850E44,CUST100073564,Warranty Claim,Brian Green,2026-04-08,2026-05-21,Closed
CSEB36E85633C,CUST100090802,Retention Save,Angela Mullins,2026-03-04,2026-03-10,Open
CSE5BFA2B1593,CUST100086902,Fraud Investigation,Kimberly Rivera,2026-03-10,2026-04-04,Closed
CSE56A173A363,CUST100017204,Retention Save,Kevin Costa,2026-02-18,,Closed
CSE0BBC9C3DBD,CUST100084351,Escalated Complaint,Jordan Russell,2026-07-09,2026-08-13,Open
CSEE79038800E,CUST100075874,Fraud Investigation,Larry Chavez,2026-01-23,2026-02-21,Closed
CSE62AA268F39,CUST100056042,Escalated Complaint,Gregory Willis,2026-02-19,2026-04-02,Closed
CSE703E308C89,CUST100063998,Fraud Investigation,Jim Freeman,2026-07-13,2026-08-14,Closed
CSEFD8B7B7C26,CUST100027262,Fraud Investigation,Bernard Castro,2026-03-05,2026-04-13,Closed
CSE5DD6A28CBF,CUST100050841,Contract Dispute,Lauren Wright,2026-02-05,2026-02-16,Open
CSE1DA4B7020C,CUST100018878,Escalated Complaint,Chris Morales,2026-04-28,2026-05-24,Closed
CSEA5E41FE0A2,CUST100011020,Fraud Investigation,Michael Terry,2026-03-28,2026-05-10,Closed
CSE83A2D1E675,CUST100034750,Warranty Claim,Shannon Garcia,2026-06-15,,Open
CSE70C9E283A8,CUST100021735,Retention Save,Tammy Randall MD,2026-04-27,,Closed
CSE83A261A3F4,CUST100051528,Fraud Investigation,Jason Ferrell,2026-05-17,,Closed
CSEF623CB7948,CUST100089388,Fraud Investigation,Ms. Kathryn Reyes,2026-03-14,,Closed
CSE4A09942A18,CUST100020763,Contract Dispute,Nicholas Perry,2026-05-29,2026-06-04,Open
CSE6670A39C9F,CUST100099849,Warranty Claim,Susan Marshall,2026-06-07,2026-06-16,Open
CSED438870FFF,CUST100001704,Escalated Complaint,Raymond Fisher,2026-02-20,2026-02-25,Closed
CSE162E5541D8,CUST100034795,Contract Dispute,James Jones,2026-07-22,2026-08-05,Open
CSEC323B75916,CUST100076670,Warranty Claim,Shelly Barnes,2026-05-30,2026-06-02,Closed
CSEC50B472B84,CUST100026114,Fraud Investigation,Jean Harris,2026-05-30,2026-05-31,Pending Customer Response
CSE9D9CD20A66,CUST100054127,Fraud Investigation,Juan Turner,2026-05-12,2026-06-13,Open
CSEC4C3F20AC6,CUST100090177,Warranty Claim,Stephen Miller,2026-06-25,,Open
CSE3DDB0AC0AD,CUST100028810,Contract Dispute,Jonathan Hanson,2026-05-02,,Open
CSE0521F3974E,CUST100050852,Fraud Investigation,Amanda Lopez,2026-03-20,,Closed
CSEB17D404369,CUST100079552,Warranty Claim,Jacqueline Ward,2026-06-30,2026-08-05,Pending Customer Response
CSEA0E2432AD0,CUST100099290,Warranty Claim,Cynthia Wheeler,2026-02-15,,Open
CSE016CC84413,CUST100043651,Warranty Claim,Belinda Ross,2026-07-08,,Closed
CSED6344FDB52,CUST100059877,Fraud Investigation,Ms. Alexis Johnson,2026-01-16,,Closed
CSE61E9DFD9DD,CUST100094581,Warranty Claim,Marie Alexander,2026-01-11,2026-02-20,Open
CSE7589F1BFA7,CUST100059768,Warranty Claim,Zachary Kirk,2026-01-16,2026-02-15,Pending Customer Response
CSEDB1EB1F621,CUST100090146,Contract Dispute,William Brown Jr.,2026-07-02,2026-08-06,Closed
CSEB5F0187002,CUST100035678,Warranty Claim,Shaun Cole,2026-01-18,,Closed
CSEBA1AC1B600,CUST100026593,Fraud Investigation,Juan Martinez,2026-03-24,2026-04-19,Closed
CSEC6A843A2D5,CUST100040358,Fraud Investigation,Preston Manning,2026-05-06,2026-06-03,Closed
CSE46F761B623,CUST100076692,Retention Save,Bethany Blackburn,2026-07-21,2026-07-25,Closed
CSEE94A8BE9D1,CUST100061638,Contract Dispute,Thomas Dillon,2026-07-05,,Closed
CSE13203F03A7,CUST100035187,Warranty Claim,Jesse Gonzalez,2026-06-16,2026-06-24,Closed
CSED028635F08,CUST100030167,Contract Dispute,Kenneth Stout,2026-07-21,2026-07-27,Closed
CSE7ECBDC255C,CUST100093400,Warranty Claim,Rebecca Edwards,2026-04-09,2026-05-15,Closed
CSEA92FB63E57,CUST100020199,Contract Dispute,Lance Wallace,2026-02-06,2026-03-21,Closed
CSE5CF4514766,CUST100027401,Fraud Investigation,Brianna Martinez,2026-02-04,,Open
CSED9483D2FA5,CUST100041531,Retention Save,Karen Nicholson,2026-02-16,,Closed
CSEBC3D919286,CUST100029293,Retention Save,Connie Weaver,2026-05-06,2026-06-10,Closed
CSE642D0FA437,CUST100079701,Fraud Investigation,Susan Carter,2026-02-19,2026-03-17,Pending Customer Response
CSEA4F32DA3EB,CUST100061431,Fraud Investigation,Michelle Brown,2026-02-23,2026-03-04,Closed
CSE466A583815,CUST100007076,Warranty Claim,Larry Sanders,2026-01-11,2026-01-18,Closed
CSE0C4CB400FE,CUST100044945,Escalated Complaint,Ian Haas,2026-05-07,,Closed
CSE76EB86CF78,CUST100085735,Warranty Claim,Sarah Robinson,2026-06-17,2026-06-22,Closed
CSE37B76A326D,CUST100090839,Warranty Claim,Jay Martin,2026-07-15,2026-08-23,Closed
CSEA6F13EE11A,CUST100064765,Retention Save,Angela Estes,2026-04-27,2026-06-05,Closed
CSEE19811966C,CUST100022637,Contract Dispute,Alexandra Bishop,2026-07-16,2026-07-29,Closed
CSE9B2A1FF1C5,CUST100062021,Contract Dispute,Kaitlyn Holloway,2026-01-19,2026-02-15,Closed
CSEDD06FA3ADF,CUST100011519,Escalated Complaint,Michelle Atkins,2026-03-04,2026-04-10,Closed
CSEE2945069A9,CUST100019476,Escalated Complaint,Alex Meyer,2026-06-27,2026-08-07,Closed
CSEA9E7E04504,CUST100074683,Fraud Investigation,Sara Edwards,2026-03-01,2026-03-06,Pending Customer Response
CSED8CF375777,CUST100068861,Warranty Claim,Michael Sanchez,2026-06-19,2026-06-24,Closed
CSE2619F6145F,CUST100034107,Fraud Investigation,Sheila Stevenson,2026-06-25,2026-07-02,Closed
CSE40787AF4A8,CUST100015553,Escalated Complaint,Reginald Wood,2026-02-10,2026-02-16,Open
CSE71AF7B199E,CUST100085775,Escalated Complaint,Stephanie Schneider,2026-01-10,,Pending Customer Response
CSEF2C8F009D9,CUST100081964,Retention Save,Cindy Bishop,2026-04-07,2026-05-12,Closed
CSEB75D2D47A3,CUST100067898,Contract Dispute,Cameron Adkins,2026-06-28,2026-07-12,Open
CSE5E56C2A6DE,CUST100036834,Retention Save,David Morales,2026-07-14,2026-07-22,Closed
CSEAE05BC826E,CUST100097901,Fraud Investigation,Diana Evans,2026-03-11,2026-03-18,Pending Customer Response
CSE4F64BEC150,CUST100080169,Contract Dispute,Rachel Ray,2026-07-22,2026-07-27,Closed
CSE1EF15F7863,CUST100078244,Fraud Investigation,Gina Williams,2026-01-27,,Closed
CSEF71671496D,CUST100094125,Fraud Investigation,Anthony Holmes,2026-03-21,,Closed
CSEC8FD51C41E,CUST100079899,Contract Dispute,Ashley Bridges,2026-05-15,,Closed
CSEE5BEBD0225,CUST100011517,Fraud Investigation,Joseph Gill,2026-01-22,,Closed
CSE14AF17C628,CUST100055373,Fraud Investigation,Daniel George,2026-02-01,2026-02-17,Closed
CSEA6C777B371,CUST100060245,Warranty Claim,John Peterson,2026-01-14,2026-01-17,Open
CSE0FDE1EA12A,CUST100022221,Warranty Claim,Thomas Martin,2026-07-22,2026-08-09,Closed
CSE6F830AF7E9,CUST100047749,Contract Dispute,Heather Pearson,2026-04-17,2026-05-19,Closed
CSE10D68C2B00,CUST100034591,Retention Save,Curtis Rivers,2026-05-21,2026-05-28,Closed
CSE9F02424AF3,CUST100007503,Warranty Claim,Melissa Newman,2026-03-08,2026-03-21,Open
CSE3842E6E6D1,CUST100061778,Fraud Investigation,Benjamin Espinoza MD,2026-06-23,2026-07-28,Closed
CSED6A05E4A6E,CUST100097114,Fraud Investigation,Mrs. Nancy Griffin,2026-02-17,2026-02-28,Open
CSE01FBDA7924,CUST100068958,Contract Dispute,Kelsey Dillon,2026-02-06,2026-03-21,Closed
CSECE707D4E43,CUST100077640,Escalated Complaint,Mark Richardson,2026-05-10,,Closed
CSE7E689FFCB4,CUST100088115,Retention Save,Patricia Smith,2026-02-26,,Closed
CSE484F17A90D,CUST100075068,Retention Save,Tamara Boyd,2026-02-04,2026-02-16,Closed
CSEF11B6682BE,CUST100018774,Fraud Investigation,Sandra Cole,2026-07-05,2026-08-11,Closed
CSEBB590A0302,CUST100032875,Escalated Complaint,Victoria Pope,2026-01-11,2026-01-29,Pending Customer Response
CSE9E638F6206,CUST100089377,Fraud Investigation,Rachel Gates,2026-01-06,2026-01-15,Closed
CSE0D38E711FC,CUST100016474,Fraud Investigation,Ruben King,2026-01-05,,Closed
CSE64B8AB0F5E,CUST100004935,Escalated Complaint,James Martin,2026-01-31,2026-02-18,Closed
CSE92B88DC5B0,CUST100004777,Retention Save,Mary Leach,2026-01-02,2026-01-12,Closed
CSEC8D73A4615,CUST100040292,Retention Save,Abigail Gonzalez,2026-01-26,2026-02-19,Closed
CSE8870521518,CUST100098755,Warranty Claim,Richard Gonzales,2026-07-20,2026-08-28,Closed
CSE37A400E1BA,CUST100054591,Fraud Investigation,Tyler Newman,2026-03-05,2026-03-19,Closed
CSEE683A1619C,CUST100024886,Warranty Claim,John Watts,2026-05-04,,Closed
CSE3532B4A265,CUST100040819,Fraud Investigation,Jennifer Roberts,2026-05-09,,Closed
CSE570C740192,CUST100057985,Warranty Claim,Steven Robinson,2026-01-25,2026-03-07,Closed
CSE38439845C7,CUST100078656,Escalated Complaint,Adam Bennett,2026-07-02,,Open
CSEBCC7EAFE83,CUST100065765,Escalated Complaint,Thomas Gomez,2026-06-09,,Closed
CSE750B5A637B,CUST100079676,Escalated Complaint,David Estrada,2026-07-21,2026-07-23,Closed
CSE24523D7038,CUST100089339,Escalated Complaint,Kathleen Miller,2026-02-01,,Open
CSE66CF1D024C,CUST100079894,Escalated Complaint,Brittney Jones,2026-07-17,2026-08-17,Pending Customer Response
CSED88000177D,CUST100084438,Fraud Investigation,Natalie Vazquez,2026-02-23,2026-03-09,Open
CSED1EF5135A8,CUST100022571,Contract Dispute,Joseph Johnston,2026-03-12,2026-04-16,Closed
CSE4CC4947BB5,CUST100075740,Warranty Claim,Kenneth Sanders,2026-06-27,2026-08-02,Closed
CSE6FEB244B19,CUST100067788,Warranty Claim,Bruce Cohen,2026-04-04,2026-05-18,Closed
CSEE410E257BE,CUST100077179,Warranty Claim,Haley Mitchell,2026-05-12,,Closed
CSEA7869EF507,CUST100056950,Warranty Claim,Laura Garcia,2026-04-03,,Pending Customer Response
CSED53ED5BDE6,CUST100063209,Retention Save,Leslie Decker,2026-06-15,2026-07-06,Closed
CSE6175E259BA,CUST100025943,Retention Save,Nicole Butler,2026-02-20,2026-03-23,Pending Customer Response
CSE0D80589058,CUST100045683,Escalated Complaint,Katrina Sims,2026-05-17,,Closed
CSE32843DCB46,CUST100050339,Warranty Claim,Nathan Warren,2026-04-10,,Open
CSEEEBA5558BF,CUST100028238,Warranty Claim,Carlos White,2026-07-05,2026-08-18,Closed
CSE808ABDD5B2,CUST100064828,Contract Dispute,John Riley,2026-04-20,2026-04-21,Closed
CSE3D26D58D07,CUST100067582,Warranty Claim,Edwin Reed,2026-06-27,2026-07-02,Open
CSE97020925DC,CUST100015461,Retention Save,Samantha Sanchez,2026-06-23,,Open
CSE8C252C48BB,CUST100035306,Fraud Investigation,Robert Edwards,2026-03-08,2026-03-23,Closed
CSE17921C1674,CUST100029788,Warranty Claim,Dr. Elizabeth Barber DDS,2026-02-22,2026-04-07,Pending Customer Response
CSE543881FFC7,CUST100056554,Contract Dispute,Katherine Aguirre,2026-07-02,2026-07-24,Closed
CSEBE6AC8D543,CUST100045946,Escalated Complaint,Courtney Knox,2026-06-11,2026-07-21,Closed
CSE62761249AF,CUST100094927,Fraud Investigation,Robert Bowman,2026-06-25,2026-08-04,Closed
CSECFA221BCB0,CUST100023280,Contract Dispute,Suzanne Ramsey,2026-07-01,2026-07-20,Closed
CSE9FB5AA42A8,CUST100096481,Warranty Claim,Melissa Fletcher,2026-01-24,2026-03-07,Open
CSED2388F856C,CUST100080010,Contract Dispute,Luis Moses,2026-06-19,2026-07-02,Closed
CSE9C389F8815,CUST100043101,Escalated Complaint,Christopher Williams,2026-06-01,2026-07-05,Closed
CSEA691A5BC63,CUST100080772,Contract Dispute,Renee Jones,2026-06-11,2026-07-05,Closed
CSEFC2C221353,CUST100014364,Escalated Complaint,Bridget Goodman,2026-01-26,2026-02-11,Closed
CSE72A8F12B4B,CUST100057661,Fraud Investigation,Patrick Walters,2026-04-07,2026-04-12,Closed
CSEBA9AE0E5AC,CUST100062120,Warranty Claim,Lynn Brooks,2026-04-12,,Closed
CSEC5F426AF54,CUST100021263,Warranty Claim,Robert Walker,2026-06-03,2026-06-13,Open
CSE4E1F1FAB1E,CUST100012678,Fraud Investigation,Rebecca Davis,2026-03-31,,Open
CSEF29F9CD199,CUST100067252,Escalated Complaint,Alisha Walters,2026-05-18,2026-06-29,Closed
CSEB963FD1410,CUST100044003,Fraud Investigation,Jason Figueroa,2026-07-14,,Closed
CSE22F5C10251,CUST100099411,Warranty Claim,Thomas Hays,2026-01-25,2026-02-06,Pending Customer Response
CSE1FACB835DC,CUST100077292,Escalated Complaint,Richard Bird,2026-03-13,2026-04-05,Open
CSED894A76093,CUST100017443,Warranty Claim,Elizabeth Davis,2026-05-19,2026-06-08,Closed
CSE200ABFCC2A,CUST100069977,Escalated Complaint,Brandon Peterson,2026-01-23,2026-03-01,Open
CSEA76CBB3918,CUST100079944,Fraud Investigation,Justin Young,2026-06-21,2026-07-28,Closed
CSE6795B9CEA6,CUST100055620,Retention Save,Daniel Brown,2026-04-29,2026-05-30,Open
CSE0EB3D384EC,CUST100061388,Warranty Claim,Karen Wallace,2026-05-23,2026-06-13,Closed
CSEF51ABCB7CD,CUST100091155,Escalated Complaint,Amanda Curtis,2026-03-08,2026-04-03,Closed
CSE20B3D7ABB1,CUST100009370,Contract Dispute,Rachel Short,2026-06-08,2026-07-19,Closed
CSE3D875DC954,CUST100037260,Retention Save,Kathy Williams DVM,2026-06-04,2026-07-09,Open
CSE96D02F33F8,CUST100066839,Fraud Investigation,Daniel Carter,2026-03-05,2026-03-08,Closed
CSEAB314CB208,CUST100007144,Contract Dispute,Robin Key,2026-07-14,2026-07-31,Open
CSEF3D1298AA3,CUST100025552,Escalated Complaint,Laura Roberts,2026-02-09,,Open
CSE8C2BC241CE,CUST100043294,Fraud Investigation,John Cook,2026-06-14,,Closed
CSE99A3FF9679,CUST100034798,Contract Dispute,Crystal Bauer,2026-04-13,2026-04-19,Closed
CSEA272EDDF35,CUST100056270,Warranty Claim,Rhonda Bates,2026-01-06,,Closed
CSE9A24448931,CUST100018273,Warranty Claim,Kiara Lewis,2026-06-04,2026-06-09,Closed
CSEF6865D070C,CUST100054932,Contract Dispute,Catherine Jimenez,2026-01-01,2026-01-28,Pending Customer Response
CSE3058DE714D,CUST100005981,Retention Save,Jessica Richardson,2026-04-15,,Closed
CSEBED17B6362,CUST100062489,Warranty Claim,Ariel Ortiz,2026-03-20,2026-04-09,Closed
CSEDF8E201339,CUST100040849,Escalated Complaint,Joshua Wong,2026-01-12,2026-01-14,Closed
CSE1C563CCC5E,CUST100013059,Escalated Complaint,Carlos Rodriguez,2026-05-13,,Closed
CSEC61FE3D157,CUST100027598,Retention Save,Kelly Morales,2026-02-25,,Closed
CSE8BC562BED1,CUST100035049,Contract Dispute,Michael Cole,2026-05-23,2026-07-06,Closed
CSEF5A9E066C1,CUST100072022,Warranty Claim,Sandra Bell,2026-02-02,2026-02-28,Closed
CSE619C3FF442,CUST100031946,Contract Dispute,Wayne Allen,2026-03-24,2026-04-29,Closed
CSE025689B7FF,CUST100063928,Contract Dispute,Courtney Maldonado,2026-03-16,2026-04-23,Closed
CSE1CDBB242F5,CUST100001437,Contract Dispute,Chad Wallace,2026-02-14,2026-03-25,Closed
CSE49CF9A400B,CUST100009464,Warranty Claim,Kaitlin Bryant,2026-01-01,,Closed
CSE7CD5D0701A,CUST100085729,Contract Dispute,Jennifer Martinez,2026-03-22,2026-04-04,Closed
CSEB3988CCF48,CUST100064672,Warranty Claim,Sarah Williams,2026-07-07,,Closed
CSE21A7C395C2,CUST100055103,Fraud Investigation,Glenn Reed,2026-01-15,2026-02-18,Pending Customer Response
CSE4507BEFDF3,CUST100086299,Contract Dispute,Gregory Long,2026-04-16,2026-05-27,Closed
CSEE560D526A3,CUST100034944,Fraud Investigation,Jonathan Owen,2026-07-13,,Closed
CSE0829D75A3F,CUST100052000,Escalated Complaint,Rachael Aguilar,2026-01-06,,Closed
CSE35B5E114C7,CUST100037116,Warranty Claim,Meagan Graham,2026-03-30,2026-04-12,Open
CSEB898940867,CUST100053166,Retention Save,Sarah Smith,2026-05-19,2026-06-19,Closed
CSE5CB0E6FCF6,CUST100016291,Fraud Investigation,Sabrina Hogan,2026-05-03,2026-05-16,Pending Customer Response
CSE3779636362,CUST100076297,Retention Save,Paul Jackson,2026-03-10,,Closed
CSEC2A3646599,CUST100005110,Warranty Claim,Michael Brown,2026-04-08,2026-04-20,Closed
CSE658EB12669,CUST100045256,Retention Save,Maria Savage,2026-04-09,,Closed
CSE7AEF36E6DB,CUST100026502,Escalated Complaint,Amy Sandoval,2026-01-25,2026-03-01,Closed
CSE485F92A637,CUST100014936,Escalated Complaint,Amy Haynes,2026-06-22,2026-08-05,Closed
CSE005EF9647F,CUST100089730,Warranty Claim,Grace Harris,2026-03-02,,Closed
CSE577DC76C11,CUST100074738,Escalated Complaint,Samantha Turner,2026-07-08,,Closed
CSE68BD2EF0E0,CUST100061238,Contract Dispute,Christopher Rubio,2026-02-25,2026-03-08,Open
CSE01721F40B8,CUST100092726,Contract Dispute,Dana Martinez,2026-04-25,2026-04-28,Closed
CSEFA12A8B821,CUST100075215,Escalated Complaint,Katherine Stuart,2026-07-22,,Closed
CSE56CD82B645,CUST100053803,Fraud Investigation,Jose Douglas,2026-04-09,2026-04-23,Pending Customer Response
CSE57B76534FB,CUST100054872,Retention Save,Kimberly Lopez,2026-03-19,2026-04-14,Open
CSE732F0D3A5E,CUST100011850,Escalated Complaint,John Smith,2026-03-06,,Closed
CSEED5A40340D,CUST100008784,Retention Save,Collin Garcia,2026-07-12,2026-08-18,Closed
CSE69EA3275A9,CUST100027814,Fraud Investigation,Carl Fox,2026-03-23,,Closed
CSE8C69955AB8,CUST100051293,Retention Save,Kayla Meyers,2026-06-26,,Closed
CSEC9DE84D424,CUST100031449,Fraud Investigation,Jennifer Osborne,2026-03-14,,Closed
CSE1CB4C06486,CUST100059906,Fraud Investigation,Robert Hunt,2026-05-13,2026-05-25,Closed
CSE62EE8C8E2B,CUST100064323,Warranty Claim,Mr. Daniel Richardson,2026-04-08,,Closed
CSE99DF954E34,CUST100080978,Escalated Complaint,Alicia Parks,2026-06-07,2026-06-23,Closed
CSE8EAF11E705,CUST100089222,Retention Save,Monique Harrison,2026-07-05,2026-07-21,Open
CSEC2082FDF22,CUST100071358,Fraud Investigation,Dorothy Diaz,2026-02-03,2026-02-26,Closed
CSEB3BB78800A,CUST100001715,Warranty Claim,James Vasquez,2026-03-08,2026-03-12,Closed
CSE7707229B16,CUST100066658,Escalated Complaint,Nicole Crosby,2026-01-13,2026-01-25,Closed
CSEEF4F42D898,CUST100060156,Contract Dispute,Jeffrey Warner,2026-05-12,,Closed
CSEC1B3349D6E,CUST100033581,Escalated Complaint,Jordan Nguyen,2026-06-20,2026-06-22,Closed
CSEFA4896FE1E,CUST100087275,Contract Dispute,Suzanne Nelson,2026-02-04,2026-03-19,Pending Customer Response
CSE703595EFA1,CUST100077039,Retention Save,Jon Frazier,2026-05-15,2026-05-16,Closed
CSEBBF7D2C823,CUST100012338,Warranty Claim,Angela Williams DDS,2026-04-24,2026-05-06,Closed
CSEB713BA9615,CUST100065073,Escalated Complaint,Keith Barber,2026-03-28,,Closed
CSE2527A769BE,CUST100096479,Contract Dispute,Breanna Small,2026-04-08,2026-04-16,Closed
CSE3ABC9F70BF,CUST100075480,Contract Dispute,Beverly Hoffman,2026-05-08,2026-05-26,Pending Customer Response
CSE6BF10CD220,CUST100081996,Retention Save,Joshua Nelson,2026-06-11,,Closed
CSE8043C44047,CUST100040390,Contract Dispute,Lori Stewart,2026-01-18,2026-02-06,Open
CSE9DD667CA0D,CUST100048049,Contract Dispute,Brendan Gray,2026-01-05,2026-01-27,Closed
CSEB92EEF6C18,CUST100060809,Retention Save,Mackenzie Ford,2026-04-13,2026-05-02,Pending Customer Response
CSE6BCA36FFC3,CUST100065324,Contract Dispute,Alan Mayer,2026-03-27,2026-04-29,Closed
CSE7B072E8737,CUST100050098,Warranty Claim,Clayton Mitchell,2026-06-22,2026-07-14,Closed
CSE3A2A84703D,CUST100010734,Escalated Complaint,Maria Hubbard,2026-07-18,2026-08-29,Closed
CSE8232D73E48,CUST100049370,Retention Save,Joshua Shields,2026-07-22,2026-08-27,Closed
CSEE032C6AD29,CUST100035006,Retention Save,Amanda Wiggins,2026-03-24,2026-04-03,Closed
CSE76497EDF43,CUST100019899,Warranty Claim,Willie Barber,2026-03-29,,Pending Customer Response
CSE5FAA87A498,CUST100076316,Fraud Investigation,Sharon Decker,2026-01-08,2026-01-24,Open
CSE9A333AB7E3,CUST100094842,Retention Save,Austin Boone,2026-05-12,,Closed
CSECA4C546B19,CUST100086104,Warranty Claim,William Myers,2026-07-17,2026-08-05,Open
CSE3AD15F708C,CUST100041797,Contract Dispute,Maurice Davis,2026-06-10,2026-07-14,Closed
CSECE8A3D47A7,CUST100078489,Escalated Complaint,Desiree Cooke,2026-06-19,2026-06-22,Closed
CSE111DDA30CC,CUST100028121,Retention Save,Willie Jones DDS,2026-03-05,,Closed
CSE673793C1A2,CUST100032951,Contract Dispute,Brian Baker,2026-04-30,2026-05-28,Closed
CSEA9280A832D,CUST100053860,Escalated Complaint,Lisa Mendez,2026-05-16,,Open
CSEC53F9A75DA,CUST100095248,Retention Save,Debbie Ellis,2026-03-05,2026-04-02,Closed
CSED7F26BAB9E,CUST100079845,Escalated Complaint,Diana Hardy,2026-05-13,2026-05-15,Closed
CSE6607D75358,CUST100059801,Warranty Claim,Robert Swanson,2026-06-16,2026-07-04,Pending Customer Response
CSE943B591749,CUST100009193,Retention Save,Kelly Thompson,2026-05-26,2026-06-01,Closed
CSE37211CB582,CUST100044681,Contract Dispute,Richard Brewer,2026-02-16,,Closed
CSEE02497174E,CUST100085270,Contract Dispute,Colin Delgado,2026-04-13,2026-05-08,Closed
CSE44E550A7B3,CUST100055318,Fraud Investigation,Michele Cole,2026-05-03,,Open
CSE59EED22036,CUST100015162,Retention Save,Nathan Rodriguez,2026-03-19,2026-04-29,Open
CSE32E63B5B3E,CUST100074472,Escalated Complaint,Margaret Miller,2026-04-06,2026-04-09,Closed
CSED5190684AF,CUST100016210,Warranty Claim,Rachel Vincent,2026-05-09,2026-06-01,Closed
CSE6B03836680,CUST100010749,Warranty Claim,Daniel Green,2026-01-24,2026-02-05,Closed
CSE869F364870,CUST100046842,Warranty Claim,Daniel Andrade,2026-04-12,2026-05-03,Closed
CSE892695C896,CUST100025285,Contract Dispute,Blake Terry,2026-02-22,2026-03-19,Closed
