cdr_id,customer_id,call_type,origin_number,destination_number,call_start_ts,duration_sec,tower_id,cell_id
CDR78DD962E2B13,CUST100093636,Data Session,+11030710655,+14308894684,2026-06-25 02:02:08,2751,TWR109824,4368
CDRFFB71DEF8957,CUST100098121,Data Session,+14851294453,+17383815094,2026-07-04 09:05:39,1831,TWR108023,4507
CDR534E7CADADD1,CUST100009601,Voice Outgoing,+14749541847,+12501848381,2026-06-05 20:06:31,2214,TWR108943,4098
CDRED96A64D1B47,CUST100019475,SMS Incoming,+17737462402,+16603203029,2026-07-04 07:27:01,715,TWR104395,9358
CDR3F75F972203E,CUST100069017,Voice Outgoing,+19384080545,+14273567117,2026-07-21 18:07:25,1155,TWR109660,2407
CDR8F939152FE5D,CUST100060069,SMS Outgoing,+12249837764,+13016724152,2026-07-01 17:33:37,2431,TWR104561,1112
CDRC34107AF7ECF,CUST100007135,Voice Incoming,+12518908076,+11824077830,2026-06-24 22:30:07,2570,TWR107612,9858
CDRA75A0BE0126E,CUST100055144,SMS Incoming,+10007338486,+19893241866,2026-06-02 08:00:03,1202,TWR109579,5424
CDR55E34230AF68,CUST100051495,Voice Incoming,+19914363614,+19719429509,2026-07-15 12:49:01,3135,TWR105966,5684
CDR090DF78C4C84,CUST100029271,Voice Outgoing,+10155680387,+18199014635,2026-07-19 08:55:43,1451,TWR106960,4649
CDR4D2405057788,CUST100051888,SMS Outgoing,+12270626826,+13742942630,2026-06-16 18:27:01,3199,TWR100899,9409
CDRA0F7DF89669D,CUST100034722,Voice Outgoing,+17865478334,+16829463678,2026-06-17 23:09:28,1549,TWR107289,4619
CDRA070C335FA20,CUST100032869,Voice Incoming,+17965275875,+11540493176,2026-06-30 17:40:04,2371,TWR103423,6734
CDR9C063F449E32,CUST100023238,Voice Incoming,+13210471746,+19654925251,2026-07-23 17:52:40,1965,TWR106200,4985
CDRF8FB3790E15B,CUST100029162,Voice Outgoing,+12951088143,+16745334560,2026-07-05 15:21:24,1330,TWR103694,8561
CDR1A6072568578,CUST100013826,Voice Outgoing,+14394789401,+18646722155,2026-06-21 17:01:22,2222,TWR102559,8228
CDRBF2B15B3E15D,CUST100067997,SMS Outgoing,+13436816912,+17018096764,2026-06-01 01:16:07,2516,TWR101901,9826
CDRE22CA751E2C2,CUST100039356,Voice Incoming,+18858461204,+13718830524,2026-06-05 07:59:31,2393,TWR105876,5643
CDR3A4BBD75F517,CUST100021114,Voice Outgoing,+14003047280,+16655312565,2026-06-05 05:17:11,86,TWR101127,1536
CDR72ADD3574E72,CUST100049703,SMS Incoming,+12364100321,+11140674413,2026-07-01 00:38:17,2537,TWR100540,2291
CDRF47781CF52E6,CUST100040085,Voice Outgoing,+17493284015,+10092721054,2026-06-14 17:07:10,133,TWR103028,8214
CDRC6192241F0F5,CUST100000463,Data Session,+10444970135,+19905278365,2026-07-10 00:42:40,41,TWR102604,8360
CDR4A23314375C6,CUST100028615,SMS Outgoing,+18909177408,+12474762792,2026-07-03 10:04:52,1920,TWR101980,9698
CDR1F39F1B3CED8,CUST100085754,SMS Outgoing,+12694978047,+12066975324,2026-07-13 15:10:36,2527,TWR100179,1025
CDR69E9B41541D8,CUST100006042,SMS Incoming,+16068751848,+12400269333,2026-07-18 00:44:19,1691,TWR101488,4666
CDRE902274F0EF6,CUST100020156,Data Session,+19101046371,+14923973092,2026-06-06 03:38:17,167,TWR106361,5346
CDR9ABC5E07F0D7,CUST100049737,Voice Incoming,+11365888913,+13981167934,2026-06-29 11:44:10,3389,TWR108721,9295
CDR8E452051EDC4,CUST100089872,Voice Outgoing,+11079743402,+16222942862,2026-06-15 02:04:52,3189,TWR107246,6969
CDRCE74F8FE4A22,CUST100097290,Voice Outgoing,+18016822743,+13277924082,2026-07-12 22:14:15,3050,TWR108739,7398
CDR343F501B36C2,CUST100011670,Voice Incoming,+19544431049,+19219692456,2026-06-27 04:24:10,2820,TWR102795,9593
CDRB5A2E261DE87,CUST100073087,SMS Incoming,+11871755843,+13396999861,2026-07-07 10:08:21,3190,TWR102347,1354
CDRCE0932CCB5CD,CUST100089620,Voice Incoming,+14400716924,+12493644027,2026-06-17 17:02:27,2945,TWR103948,9120
CDR2DE2B097F505,CUST100063853,SMS Incoming,+10165267260,+19441399480,2026-06-25 03:48:08,809,TWR109523,4845
CDREDDD4B51DB2E,CUST100049318,SMS Outgoing,+14015988252,+16800547927,2026-06-19 04:50:05,499,TWR101240,9543
CDR7C183E61BE07,CUST100084540,Voice Outgoing,+13352999730,+16178264732,2026-07-02 20:36:27,315,TWR108316,9120
CDR504A0AEF2E5B,CUST100076310,Voice Outgoing,+11585376285,+13120290376,2026-06-18 08:55:46,3569,TWR100236,5182
CDR958F1953D6F1,CUST100061448,SMS Incoming,+18058100485,+15764236547,2026-07-09 17:34:13,2602,TWR104601,1918
CDR14737F8BC1C9,CUST100017977,Voice Incoming,+14466139479,+11792481527,2026-06-21 08:55:29,1142,TWR103926,8982
CDRB12A415058F1,CUST100063976,Voice Incoming,+15166300902,+19920046635,2026-07-12 05:06:15,2362,TWR102924,1502
CDRC1C0273C8A5C,CUST100097974,Data Session,+16257431568,+15308254626,2026-07-11 17:54:28,1614,TWR109743,1850
CDRC158EB278E65,CUST100085061,SMS Outgoing,+10604286674,+14982265670,2026-06-07 08:50:40,3286,TWR103498,6832
CDRF91C7DDB0AB0,CUST100010434,Voice Incoming,+11576370144,+19081404102,2026-07-08 22:52:47,1719,TWR101108,9102
CDR768A22DC1081,CUST100020045,Voice Outgoing,+16108264274,+16857002773,2026-06-30 07:56:22,1854,TWR106126,6443
CDR4A97E3EC0840,CUST100024267,SMS Incoming,+10276989391,+11785101645,2026-07-13 21:33:11,1602,TWR108669,3216
CDR0618161D7ECF,CUST100004494,SMS Incoming,+10421129436,+18327415299,2026-07-01 15:32:38,2175,TWR109439,6250
CDRFEE06EA7AE79,CUST100080706,SMS Outgoing,+18653467758,+10876565488,2026-07-09 00:44:07,1120,TWR109450,3287
CDR48D922C68299,CUST100032386,Voice Outgoing,+15488090900,+12882528077,2026-06-29 21:22:52,1718,TWR105381,3465
CDRC8A6A6A6277A,CUST100001452,SMS Incoming,+16600363675,+15008021617,2026-07-06 14:08:17,3179,TWR101779,8875
CDRD56929FC75F9,CUST100095188,Voice Incoming,+18432899911,+17882410154,2026-07-16 01:37:26,1276,TWR101825,7827
CDRD5A46B1782FD,CUST100078401,Voice Outgoing,+13954848581,+11998623751,2026-06-05 15:00:23,94,TWR107362,7876
CDR48735063F702,CUST100005685,Voice Outgoing,+15265414356,+18473871994,2026-07-17 16:19:30,1108,TWR105147,2254
CDR42960AB1427B,CUST100060256,Voice Outgoing,+16721913032,+12632006546,2026-06-07 21:10:16,2698,TWR103450,7373
CDRB9EFA604E231,CUST100054806,SMS Outgoing,+19854952773,+14324418902,2026-06-28 06:28:06,1144,TWR104794,2252
CDRC628B3DC6C94,CUST100093971,Voice Outgoing,+17251439090,+15808248785,2026-07-09 14:01:20,3280,TWR108161,5640
CDR8AA450E3FDE8,CUST100084295,Voice Incoming,+15298475273,+11135355372,2026-06-12 20:42:52,2669,TWR104300,2888
CDRBA7EF6F0F836,CUST100084982,Voice Outgoing,+13853973797,+14934515372,2026-06-12 11:27:57,3316,TWR103086,3989
CDR393848AEC855,CUST100040868,Voice Incoming,+18585738745,+13997430373,2026-07-10 14:44:25,2113,TWR107679,1116
CDR741B0D1A5346,CUST100076148,Data Session,+10903145211,+18153481273,2026-06-10 17:28:30,2635,TWR103135,1674
CDRECB6599C7304,CUST100004119,Voice Incoming,+10595772361,+16177888630,2026-07-07 00:21:16,907,TWR102057,1439
CDRA0E8F5B1E3C5,CUST100005764,Voice Outgoing,+16462452569,+16939541049,2026-07-19 21:37:43,3036,TWR103434,1417
CDR167A20CB2FC1,CUST100078995,SMS Incoming,+15673680394,+11572359096,2026-07-20 14:42:14,794,TWR106663,2719
CDR9599BFBDD4B3,CUST100038965,Voice Outgoing,+17554762257,+11065027990,2026-07-13 23:02:57,1628,TWR107136,7437
CDR4746EA1C1E4C,CUST100077269,Voice Outgoing,+15807463860,+11154056948,2026-07-19 02:15:50,1316,TWR109237,3759
CDR847B58C238A4,CUST100077467,SMS Outgoing,+16042662608,+12198047814,2026-06-05 15:58:34,953,TWR109916,4107
CDR5CDF14C62944,CUST100009820,SMS Incoming,+19816153921,+17522504050,2026-06-28 05:53:29,2931,TWR108247,9547
CDRD8F94F391B76,CUST100003492,Voice Outgoing,+11161094385,+18537304002,2026-07-19 17:54:05,120,TWR102610,6502
CDR8F30C5B160CF,CUST100005688,SMS Outgoing,+18565765250,+13448536353,2026-07-19 01:45:33,3552,TWR109544,5656
CDRF9D4CFA4F1ED,CUST100036061,Voice Incoming,+17976745531,+11373805044,2026-06-15 05:16:21,3207,TWR105286,8562
CDR8E5C4744B8EB,CUST100095189,SMS Outgoing,+11012192386,+17139650558,2026-07-11 20:37:02,3012,TWR105044,9058
CDRBF35C1B52E1E,CUST100095943,Data Session,+19718089230,+13344450832,2026-06-23 15:56:27,1932,TWR106564,9386
CDR6F7597EF7D59,CUST100061375,Voice Outgoing,+17980942002,+17265833478,2026-06-28 06:50:28,1754,TWR105377,4581
CDRFADA9EEDCE79,CUST100019859,Voice Outgoing,+18973463881,+15664271481,2026-06-04 03:56:33,17,TWR108695,3826
CDR380DE3207293,CUST100046398,SMS Outgoing,+12492708362,+13954042826,2026-06-28 17:19:22,530,TWR109304,3866
CDRCCB596310C21,CUST100058758,Voice Incoming,+15926790536,+12183247466,2026-06-28 08:35:23,1115,TWR109942,3866
CDR220A4E485E0E,CUST100088696,Voice Incoming,+16629457199,+17182384990,2026-06-08 09:20:40,1084,TWR100549,3284
CDR2A09DA730FE2,CUST100090534,Voice Incoming,+15107551777,+13086229356,2026-06-29 13:05:51,3464,TWR107556,4234
CDRA5604BC46E6D,CUST100055546,SMS Outgoing,+15372737170,+15451256864,2026-07-01 03:31:57,2172,TWR108738,3950
CDRA2BE582B6381,CUST100044545,SMS Outgoing,+17568558351,+11790872298,2026-06-01 00:46:06,2762,TWR100238,2664
CDR664964CBE4CD,CUST100023954,SMS Incoming,+13241557543,+12203495258,2026-06-12 09:16:06,1778,TWR100046,6735
CDRC6B178606D60,CUST100048754,Data Session,+13208272888,+13843912209,2026-07-17 20:54:50,281,TWR101721,5762
CDRD86D23692989,CUST100041775,SMS Incoming,+14772365440,+11216114742,2026-07-11 18:04:46,1799,TWR101958,9249
CDR119AA7F5933D,CUST100075556,Voice Outgoing,+11673538683,+19544234975,2026-06-11 21:29:39,407,TWR100361,6768
CDR51B9102F26BA,CUST100070942,Voice Incoming,+11171248883,+15960169905,2026-07-07 11:05:51,3353,TWR105667,2716
CDRE8F74E88BDCD,CUST100010787,SMS Incoming,+11913844228,+17757451231,2026-06-05 11:58:36,492,TWR109112,8477
CDRE7B5BE0F5DCF,CUST100021175,SMS Incoming,+18557250394,+14954715672,2026-06-03 03:46:39,2467,TWR101349,7850
CDR66488B9111B4,CUST100056173,Voice Outgoing,+16890721577,+15735141996,2026-06-28 18:12:33,1347,TWR102292,7092
CDR92F984434ED8,CUST100000249,Data Session,+15562960869,+11670641748,2026-07-03 08:17:42,1535,TWR104692,7250
CDR303C933C1DB9,CUST100087948,Voice Outgoing,+15835563544,+17700904240,2026-07-18 20:11:24,2886,TWR109443,1641
CDRECD8E88E2646,CUST100062804,SMS Outgoing,+15053760174,+15794460522,2026-06-25 18:06:04,2726,TWR108132,1973
CDR8315417CEB1B,CUST100087706,Voice Incoming,+16355235191,+11937592486,2026-07-04 19:15:25,3533,TWR107808,1930
CDRE81F6EA8D725,CUST100006698,Voice Incoming,+15167381810,+10088092222,2026-06-24 17:42:40,87,TWR100986,4650
CDR53A7E368E070,CUST100034233,Data Session,+10826132195,+12253065175,2026-06-10 00:02:24,686,TWR104959,5020
CDR8B9945A6EDEF,CUST100083151,SMS Outgoing,+14710577073,+16851371662,2026-06-11 15:51:20,3050,TWR108977,4706
CDR2013E12882EF,CUST100023050,Data Session,+18137137357,+19445889224,2026-07-12 07:18:53,3069,TWR104171,5636
CDR3F4C7A71869A,CUST100046173,SMS Incoming,+17488165892,+12745969085,2026-06-01 12:29:59,3489,TWR100937,4355
CDR8B85EF888CFB,CUST100045692,Voice Incoming,+11898252511,+14536167921,2026-07-06 05:50:08,2390,TWR105615,5888
CDRED0FC0BE6491,CUST100006075,SMS Outgoing,+18849547239,+18578869292,2026-06-26 21:44:33,1707,TWR109659,7329
CDR1D3A2DB4548E,CUST100097687,Data Session,+10690102505,+10345220135,2026-06-17 09:05:24,365,TWR104224,7318
CDR08BF7495F845,CUST100081049,Voice Incoming,+17126263665,+10347588505,2026-06-23 18:35:47,600,TWR100376,7817
CDRFA50ACFB2ECE,CUST100012933,Voice Outgoing,+14019679164,+10150858559,2026-06-30 16:07:26,3201,TWR106124,5116
CDR1181E635D5AC,CUST100090386,Voice Incoming,+18488959085,+19728267574,2026-06-30 15:20:35,37,TWR105917,5816
CDRDA9B5B6709A3,CUST100030238,Voice Outgoing,+15812853775,+11877466150,2026-06-08 03:36:07,1751,TWR101492,9047
CDR32826DBEFB14,CUST100086496,SMS Outgoing,+18687030394,+14342712481,2026-07-07 18:20:29,833,TWR108023,8607
CDR337CA56A9923,CUST100060452,SMS Outgoing,+12802088071,+14205915912,2026-07-11 10:27:35,1506,TWR103885,2011
CDRBF4DFBBA0B91,CUST100069829,Voice Incoming,+18654393778,+10460532973,2026-07-15 12:40:50,675,TWR107323,4881
CDRDADF1E5AB54F,CUST100042478,Voice Incoming,+15315888730,+14418582711,2026-06-12 16:57:26,3043,TWR108503,6135
CDR553464054A04,CUST100023953,SMS Incoming,+14065164810,+15833845869,2026-06-04 20:12:07,79,TWR103656,9507
CDRAD1833CF7B79,CUST100010816,Voice Outgoing,+12863978280,+19417021024,2026-07-12 13:08:52,3599,TWR107585,5079
CDR6C7D11605984,CUST100024407,SMS Outgoing,+16476035333,+10726422038,2026-07-13 12:38:04,479,TWR100980,4274
CDR40C9B697958A,CUST100015756,Voice Outgoing,+16095700720,+10233161204,2026-07-19 04:12:54,362,TWR101335,9716
CDRA60A399ED556,CUST100073378,Voice Outgoing,+14580148890,+11937020625,2026-06-16 06:55:52,3142,TWR108894,7373
CDRB449B4EB82FD,CUST100004879,Voice Incoming,+12832640475,+16595347239,2026-07-02 06:54:35,844,TWR105348,1593
CDRCE6609A50053,CUST100016455,Voice Outgoing,+14914527202,+16383958100,2026-06-16 09:31:37,1977,TWR101570,9830
CDRB6BBDD6810ED,CUST100008568,SMS Incoming,+17062559385,+14281015193,2026-07-07 17:38:56,519,TWR103752,1906
CDRB4BA470DA127,CUST100045347,Voice Outgoing,+19395921032,+17912992484,2026-07-08 20:46:32,182,TWR103155,6314
CDRA6F4BCCC6914,CUST100056331,SMS Incoming,+12471252716,+11817629677,2026-06-30 07:02:36,151,TWR102488,5341
CDRFA354C2F9170,CUST100035208,Voice Outgoing,+16429190594,+10919925349,2026-07-23 14:00:36,2367,TWR101595,3040
CDR02DE433E9443,CUST100073048,Voice Outgoing,+10120287275,+19211744066,2026-06-30 21:16:08,3067,TWR102384,2436
CDRD9CEFF59F650,CUST100044637,Voice Incoming,+16536971837,+18907345052,2026-06-19 07:59:45,1235,TWR100842,1350
CDR9BC56613A9F5,CUST100055758,Voice Outgoing,+15652240854,+17540377679,2026-06-11 01:15:44,3134,TWR107657,2255
CDR46D39CE2137F,CUST100006669,Voice Outgoing,+10905097310,+15324075914,2026-06-26 22:58:58,681,TWR109260,3562
CDRB3574FAE0992,CUST100072268,SMS Outgoing,+14544223651,+10919702428,2026-06-07 12:08:50,1304,TWR101285,7906
CDREAE05C5859CD,CUST100027688,Voice Incoming,+14027582327,+17335117416,2026-06-18 06:48:29,3275,TWR109436,2598
CDR4A3B56397D38,CUST100015845,Voice Outgoing,+15225785000,+14710889548,2026-07-20 11:30:35,518,TWR109642,6751
CDR0A55C027B62A,CUST100099677,SMS Outgoing,+14024724384,+18417713001,2026-06-05 21:24:02,2501,TWR107236,7367
CDR271ABC744725,CUST100081306,Voice Outgoing,+15445158845,+16227209668,2026-06-19 12:13:04,2871,TWR104411,6281
CDR6C34A57585CF,CUST100097677,Voice Outgoing,+18304006989,+12456958088,2026-07-16 15:50:30,1829,TWR103027,2488
CDRB83F42B5E004,CUST100033360,SMS Incoming,+11727732204,+11780129498,2026-07-06 20:45:31,2212,TWR102251,1329
CDR986E471739A0,CUST100017858,Voice Incoming,+16394926167,+10069540509,2026-06-17 03:16:15,1752,TWR108636,2956
CDRDB840BC053C9,CUST100038410,SMS Incoming,+14931434077,+19750619629,2026-06-22 12:21:02,1365,TWR108411,9506
CDR01815ED9C48F,CUST100054249,SMS Incoming,+18687641298,+16813465604,2026-07-22 08:23:58,1417,TWR105557,8252
CDRC1688AC7891E,CUST100074705,Data Session,+18763295706,+18775267944,2026-06-24 15:45:49,2883,TWR109552,5884
CDR87AECFD6E2A0,CUST100079893,Data Session,+15310179784,+15579128279,2026-07-06 09:30:09,2123,TWR108480,9580
CDRB5BEC58A6D12,CUST100080297,SMS Incoming,+14433121110,+17118275917,2026-06-27 02:28:59,1126,TWR103089,3454
CDR979E031D410B,CUST100066299,Voice Outgoing,+13957650553,+11173488574,2026-06-04 23:17:26,2101,TWR107069,9269
CDRA3F83FF6F5B9,CUST100058208,Voice Incoming,+14605399549,+18033587811,2026-07-09 13:28:38,1832,TWR108746,4016
CDRB804E553501B,CUST100038606,Data Session,+10666916384,+17992724467,2026-06-16 09:32:54,897,TWR109519,5806
CDRA46A88FAF926,CUST100021568,Voice Incoming,+19858575278,+11303356971,2026-06-25 22:49:28,747,TWR106378,3053
CDRD10F743C6940,CUST100084628,Voice Outgoing,+19849506645,+15178897799,2026-07-12 16:23:12,369,TWR109777,4307
CDR828B06C48BD8,CUST100002502,Voice Incoming,+18451856332,+15468261965,2026-07-21 10:14:54,3056,TWR108505,1319
CDR88C5CC660A1C,CUST100085096,Voice Incoming,+13144991797,+10192285485,2026-06-15 03:25:13,87,TWR105292,4551
CDRC41ACB14BF7E,CUST100071726,SMS Incoming,+13882450560,+12334846569,2026-06-19 15:26:10,1874,TWR108828,7198
CDR91E2BF2CD4B6,CUST100035653,Voice Outgoing,+18277669175,+18094554254,2026-06-02 09:06:36,3068,TWR106689,7672
CDRC72512365B4F,CUST100042733,SMS Outgoing,+10638659830,+13642042579,2026-06-19 21:44:32,3034,TWR107586,1648
CDR543BE113C169,CUST100008813,Voice Outgoing,+11337488730,+18984631844,2026-06-17 18:40:35,2907,TWR101882,3615
CDRB03519B83CE4,CUST100067522,SMS Outgoing,+18852214114,+11780888212,2026-06-26 19:12:29,210,TWR103822,8124
CDR61533324895C,CUST100052218,Voice Incoming,+12348982779,+16423235135,2026-07-21 05:19:48,2665,TWR101748,1010
CDRE764A1135B91,CUST100011700,SMS Incoming,+13010068447,+13662928738,2026-06-17 12:45:13,3389,TWR100322,2857
CDRF417A539A24C,CUST100041279,SMS Outgoing,+19301985891,+18904843943,2026-07-02 05:11:41,2708,TWR108488,9141
CDR4DDA1EEAAD16,CUST100011352,SMS Outgoing,+14726215492,+10494584160,2026-06-17 07:57:48,2726,TWR105344,6341
CDRE4A6DA489F26,CUST100091382,SMS Outgoing,+14908342048,+10031812964,2026-06-28 17:07:35,1987,TWR108983,8297
CDR544C856F7AE2,CUST100051275,Voice Incoming,+14905932838,+17618338992,2026-07-08 16:20:49,1001,TWR101050,8839
CDR2D2D1E40C975,CUST100006607,Data Session,+18285404588,+18531342254,2026-06-01 02:21:07,3594,TWR108608,6068
CDR0A859780EF5F,CUST100005770,SMS Incoming,+17200874865,+10100532055,2026-06-11 04:12:17,2798,TWR103552,4672
CDR9500981A3667,CUST100079059,Voice Incoming,+12232544143,+10023089642,2026-07-14 16:30:26,108,TWR101147,2690
CDRE6845A019740,CUST100081839,Voice Incoming,+12866556650,+14673620826,2026-06-26 19:26:42,211,TWR105129,7712
CDRC206520DDE9D,CUST100056988,SMS Incoming,+19018526621,+12713397104,2026-06-19 09:49:40,181,TWR104188,5323
CDRC59BE7453657,CUST100044433,Voice Incoming,+15397027811,+10932180259,2026-06-05 13:27:25,1312,TWR102483,6484
CDRC022241BAE23,CUST100016738,Voice Incoming,+17286698495,+12565332241,2026-06-25 08:23:00,767,TWR109259,9656
CDR7C2C2059030C,CUST100071594,Voice Incoming,+10200357317,+19649414035,2026-07-10 17:55:46,3417,TWR101462,3609
CDRD48CEC70DAAC,CUST100099363,Voice Incoming,+13296102088,+18783396921,2026-06-07 08:43:56,2045,TWR101192,4791
CDR26C5DE525719,CUST100085264,SMS Outgoing,+11929845739,+16604116037,2026-07-09 15:44:14,1466,TWR101389,9042
CDRB64E63C9B468,CUST100032611,SMS Incoming,+10931298871,+14975965323,2026-07-10 03:19:30,1424,TWR107835,6447
CDR19446360DDA2,CUST100055573,Voice Outgoing,+11232283379,+16836359090,2026-06-30 09:22:54,2193,TWR107026,7467
CDR72ECDF1DD4C3,CUST100057423,SMS Outgoing,+13284520303,+15306458488,2026-06-08 10:17:43,1180,TWR102507,1788
CDR98AD18427171,CUST100087809,Voice Outgoing,+17586919838,+12183592113,2026-06-18 20:22:25,1300,TWR102215,5685
CDR6B8F9CA8F2C7,CUST100051223,Voice Outgoing,+12848943586,+10643436684,2026-06-25 19:17:45,3414,TWR103470,6343
CDR6868518A40C9,CUST100011572,Voice Outgoing,+13991183651,+15954277487,2026-06-27 14:59:02,200,TWR100746,3867
CDRA3488B253D82,CUST100009358,Voice Outgoing,+15590706914,+10270812175,2026-07-07 01:28:29,3411,TWR108430,5351
CDRDF00875555DD,CUST100026078,Voice Incoming,+14879333433,+17298136704,2026-07-16 02:49:22,708,TWR100801,3412
CDRE5F562730BA9,CUST100061424,Voice Outgoing,+17025946095,+17661044437,2026-06-22 16:54:05,1506,TWR100920,2056
CDR9E391574C80F,CUST100026219,Voice Outgoing,+10655501684,+18355713196,2026-06-27 13:18:15,77,TWR108526,4930
CDR993EE52202AC,CUST100044479,Voice Outgoing,+10612435326,+17219397774,2026-06-11 13:09:33,3574,TWR105412,6473
CDR9647C9A75DF5,CUST100026928,SMS Incoming,+12835823107,+16388295127,2026-07-14 10:55:03,1636,TWR105023,6104
CDR6EBA1B23D405,CUST100007791,SMS Incoming,+11553965160,+19601197303,2026-07-17 08:54:32,3475,TWR105634,7361
CDRAB87FF4FC0E9,CUST100011014,Data Session,+12022913450,+12895278072,2026-06-24 21:11:29,1750,TWR109423,6040
CDR47CD7DAEF5FA,CUST100016811,Voice Outgoing,+12292281624,+19885108943,2026-07-02 09:51:25,511,TWR109716,4372
CDR588BC67CD1B2,CUST100036379,Voice Outgoing,+10510330737,+18200408983,2026-07-19 13:22:32,498,TWR107027,3886
CDR61DA66D3839C,CUST100053387,Voice Outgoing,+15048052496,+16085959564,2026-06-19 22:10:06,2362,TWR103175,1952
CDR3DC72A51244E,CUST100044024,SMS Incoming,+10034152786,+16245749153,2026-07-02 22:13:38,3006,TWR102874,5108
CDR4E393EF18F01,CUST100028991,SMS Outgoing,+11636297019,+14186588716,2026-07-03 15:43:18,777,TWR106481,9369
CDRAE2FD91E7429,CUST100058190,Voice Incoming,+13785733579,+13514311798,2026-06-13 15:34:24,237,TWR101413,5679
CDR7DE5F00DFD92,CUST100073159,Voice Incoming,+19530055364,+14476067839,2026-06-11 11:33:38,2423,TWR107681,5955
CDR6FAD58CF6151,CUST100028641,SMS Outgoing,+18918635886,+17151953859,2026-07-04 01:29:51,3495,TWR108313,6571
CDR4B1AADFC64EE,CUST100029779,SMS Outgoing,+10827603108,+18641765350,2026-06-17 15:55:06,1214,TWR105745,3536
CDR39441BD2DE3A,CUST100089656,Voice Incoming,+18439253851,+13663549523,2026-06-22 17:59:12,1639,TWR102960,4078
CDR45EB613F1EA9,CUST100083066,Voice Incoming,+18448224041,+14156318040,2026-07-19 05:21:18,3454,TWR102242,4557
CDRA461300CBFB1,CUST100005028,SMS Incoming,+10413625217,+15504503236,2026-06-11 18:19:48,673,TWR108096,7109
CDR7B2E0F89DD2C,CUST100036260,Voice Outgoing,+14234329614,+15461675848,2026-06-05 11:23:40,3095,TWR100319,7595
CDRDF0BEFF72C31,CUST100066694,SMS Outgoing,+18191728880,+12578011589,2026-06-07 22:39:08,2776,TWR107057,6920
CDRC4278D3BD6E3,CUST100046578,Voice Outgoing,+14963651106,+10072225092,2026-06-29 18:18:00,395,TWR108454,7990
CDR68B38BB6B933,CUST100025745,Data Session,+15816063162,+16037391212,2026-07-07 00:25:33,2867,TWR108393,1047
CDR9CB392F211B8,CUST100053942,SMS Outgoing,+13100177384,+12384508736,2026-06-06 05:26:15,2702,TWR100103,1335
CDR40D818C3E4BA,CUST100004253,Voice Incoming,+16805529353,+15521083040,2026-06-25 19:57:08,2462,TWR106236,8868
CDRD99EC77F9C8C,CUST100019037,Voice Incoming,+10452258730,+17317423650,2026-07-07 13:29:03,150,TWR106301,3489
CDREED1AF64D658,CUST100043032,Voice Incoming,+18674151894,+18459969615,2026-06-18 21:02:46,2936,TWR102821,6570
CDR1708E17B33BD,CUST100089705,SMS Incoming,+11070734443,+18640987340,2026-07-13 18:53:53,112,TWR103129,8147
CDR077F9B3DD0F6,CUST100059115,SMS Outgoing,+13753754901,+11831208139,2026-07-22 02:46:38,3197,TWR105728,9818
CDRD2A09E4302F9,CUST100012411,Voice Incoming,+19593261567,+19733235753,2026-07-02 02:42:35,1437,TWR106653,5665
CDRC12DABD98CBA,CUST100091418,Data Session,+11595807854,+16767371693,2026-07-13 22:38:37,1792,TWR109016,6262
CDR561631CE2AA9,CUST100054234,Data Session,+11084571142,+13952879528,2026-06-05 04:05:18,2919,TWR109538,1398
CDRA6D8D8610B41,CUST100009422,SMS Incoming,+18377047736,+13159133970,2026-06-04 05:41:59,1716,TWR103977,5885
CDR7CC5ED016C61,CUST100096214,Voice Incoming,+18296049886,+16914798170,2026-07-21 22:56:03,2801,TWR105467,7021
CDR1F211B2BC3AB,CUST100058811,SMS Outgoing,+12763091954,+14288943830,2026-06-25 08:26:24,566,TWR107199,4567
CDR5E1C318D9827,CUST100095471,SMS Incoming,+18716440173,+13337830155,2026-06-25 07:11:56,2275,TWR106443,8735
CDR46E1149D593D,CUST100050772,Voice Outgoing,+19103124719,+16928997075,2026-07-01 19:47:45,2859,TWR100752,4492
CDR711CA8927499,CUST100009044,Data Session,+16285117086,+13861234967,2026-06-08 02:34:12,745,TWR109246,4389
CDRA74E9E4CDDFB,CUST100017373,SMS Outgoing,+16587139449,+12767218181,2026-06-12 19:46:03,944,TWR108266,8726
CDR60C7D5A6991C,CUST100089358,Data Session,+16675987312,+10226167504,2026-07-07 07:34:17,1416,TWR101791,1336
CDR69466827DDFA,CUST100013613,Voice Outgoing,+14326511065,+14599459274,2026-06-08 19:51:07,2273,TWR109956,4614
CDR41867AC10287,CUST100071940,Voice Incoming,+12849118176,+10514323285,2026-06-04 23:02:36,193,TWR100381,8376
CDR6B8831BCCDBC,CUST100075184,Voice Incoming,+16172619438,+19300511655,2026-06-16 06:36:02,1682,TWR106349,2299
CDR9406CB96D415,CUST100048140,Voice Outgoing,+17884002789,+16625917674,2026-06-24 21:00:39,1143,TWR106990,4877
CDR8BCA8ED9BE4A,CUST100099750,Data Session,+16837053165,+17416183302,2026-07-08 04:53:30,3121,TWR103397,5858
CDRCEF6BF710FE2,CUST100036228,Voice Outgoing,+17367979901,+12624028798,2026-07-16 01:24:26,2294,TWR109034,7892
CDR2F59A7E5210B,CUST100032287,SMS Outgoing,+19220763197,+12011496836,2026-06-27 10:57:05,2005,TWR105163,7387
CDR84B1974803B2,CUST100067538,Voice Incoming,+15814979680,+17558811403,2026-07-07 01:03:49,797,TWR104696,9726
