delivery_id,order_id,driver_employee_id,delivery_address,city,state,zip,status,dispatched_at,delivered_at,distance_miles,tip_amount
DEL0367,ORD0367,EMP0195,8327 Sunset Blvd,Denver,CO,80202,assigned,2024-08-20 07:42:25,2024-08-20 08:13:25,11.9,6.61
DEL0368,ORD0368,EMP0457,8752 2nd St,Phoenix,AZ,85004,assigned,2024-11-21 21:08:29,2024-11-21 21:32:29,11.2,0.10
DEL0369,ORD0369,EMP0689,2510 Sunset Blvd,Denver,CO,80202,delivered,2026-04-24 11:48:30,2026-04-24 12:29:30,2.6,9.39
DEL0370,ORD0370,EMP0309,5731 Oak Ave,Charlotte,NC,28202,en_route,2024-02-13 21:30:17,2024-02-13 22:55:17,3.8,7.71
DEL0371,ORD0371,EMP0013,4642 Maple Dr,Nashville,TN,37203,en_route,2026-05-05 16:16:36,2026-05-05 17:16:36,3.0,3.47
DEL0372,ORD0372,EMP0403,8621 River Rd,Miami,FL,33101,assigned,2025-08-23 05:18:00,2025-08-23 05:54:00,6.2,8.70
DEL0373,ORD0373,EMP0821,2044 Highland Ave,Houston,TX,77002,failed,2026-01-28 17:42:14,2026-01-28 18:14:14,6.3,5.92
DEL0374,ORD0374,EMP0496,8354 Cedar Ln,Dallas,TX,75201,assigned,2025-11-13 14:53:49,2025-11-13 15:43:49,9.4,2.37
DEL0375,ORD0375,EMP0479,8189 Lakeview Blvd,Tampa,FL,33602,delivered,2025-11-03 15:49:22,2025-11-03 16:25:22,8.4,3.19
DEL0376,ORD0376,EMP0943,2752 Pine Rd,Charlotte,NC,28202,failed,2025-06-13 03:14:21,2025-06-13 04:02:21,3.8,11.44
DEL0377,ORD0377,EMP0501,269 Lakeview Blvd,Miami,FL,33101,delivered,2026-04-21 12:32:57,2026-04-21 13:05:57,7.8,9.82
DEL0378,ORD0378,EMP0345,8019 Market St,San Antonio,TX,78205,returned,2025-10-21 09:30:08,2025-10-21 10:32:08,7.1,3.69
DEL0379,ORD0379,EMP0571,7718 5th Ave,Portland,OR,97201,en_route,2024-02-22 13:48:47,2024-02-22 15:14:47,2.4,9.47
DEL0380,ORD0380,EMP0509,9034 River Rd,Phoenix,AZ,85004,en_route,2025-04-09 16:01:55,2025-04-09 17:29:55,5.0,4.42
DEL0381,ORD0381,EMP0565,3052 Maple Dr,Phoenix,AZ,85004,delivered,2026-07-01 13:26:47,2026-07-01 14:36:47,9.4,10.76
DEL0382,ORD0382,EMP0766,7496 Elm St,Tampa,FL,33602,returned,2025-02-14 04:33:34,2025-02-14 06:01:34,3.4,1.28
DEL0383,ORD0383,EMP0244,7217 Park Ave,Portland,OR,97201,queued,2025-10-27 02:36:50,2025-10-27 02:51:50,6.3,9.17
DEL0384,ORD0384,EMP0814,1313 Pine Rd,Miami,FL,33101,delivered,2024-09-26 12:40:37,2024-09-26 13:06:37,1.1,1.76
DEL0385,ORD0385,EMP0344,3368 2nd St,Denver,CO,80202,failed,2025-03-19 11:12:43,2025-03-19 11:41:43,5.0,2.56
DEL0386,ORD0386,EMP0111,1893 Market St,Seattle,WA,98101,failed,2024-09-24 08:47:50,2024-09-24 09:25:50,8.2,3.17
DEL0387,ORD0387,EMP0874,6357 Pine Rd,Columbus,OH,43215,en_route,2026-05-19 18:09:47,2026-05-19 19:13:47,8.2,6.97
DEL0388,ORD0388,EMP0865,1011 River Rd,Austin,TX,78701,delivered,2024-01-08 00:49:17,2024-01-08 01:53:17,8.2,11.58
DEL0389,ORD0389,EMP0412,5244 Main St,Miami,FL,33101,returned,2024-06-28 00:11:05,2024-06-28 01:19:05,0.6,7.97
DEL0390,ORD0390,EMP0506,5521 Pine Rd,Miami,FL,33101,delivered,2024-05-07 17:10:13,2024-05-07 17:43:13,3.7,8.80
DEL0391,ORD0391,EMP0082,7611 Oak Ave,Austin,TX,78701,assigned,2026-06-20 15:33:42,2026-06-20 15:55:42,7.2,1.34
DEL0392,ORD0392,EMP0772,4372 Market St,Houston,TX,77002,assigned,2026-07-17 19:18:41,2026-07-17 20:31:41,8.9,3.51
DEL0393,ORD0393,EMP0535,9564 Cedar Ln,Portland,OR,97201,en_route,2026-03-27 13:28:25,2026-03-27 14:44:25,9.8,9.21
DEL0394,ORD0394,EMP0317,6407 Market St,Nashville,TN,37203,failed,2024-02-23 01:40:01,2024-02-23 02:33:01,1.4,6.68
DEL0395,ORD0395,EMP0705,8124 Cedar Ln,Columbus,OH,43215,en_route,2025-12-28 00:15:53,2025-12-28 00:51:53,5.5,8.11
DEL0396,ORD0396,EMP0596,5521 Pine Rd,Miami,FL,33101,returned,2025-06-23 15:01:50,2025-06-23 15:56:50,3.1,11.21
DEL0397,ORD0397,EMP0377,7653 Main St,Denver,CO,80202,delivered,2026-06-28 22:14:49,2026-06-28 23:13:49,3.6,3.55
DEL0398,ORD0398,EMP0339,6601 Market St,Miami,FL,33101,failed,2024-10-17 11:54:49,2024-10-17 13:08:49,4.0,7.16
DEL0399,ORD0399,EMP0350,8692 Market St,Phoenix,AZ,85004,returned,2025-12-10 19:37:49,2025-12-10 19:53:49,2.5,1.88
DEL0400,ORD0400,EMP0611,4316 Sunset Blvd,Charlotte,NC,28202,en_route,2024-04-07 08:06:21,2024-04-07 08:29:21,9.0,8.87
DEL0401,ORD0401,EMP0679,5765 Lakeview Blvd,Chicago,IL,60601,failed,2025-06-18 14:03:42,2025-06-18 15:14:42,11.3,6.18
DEL0402,ORD0402,EMP0077,9038 2nd St,Dallas,TX,75201,delivered,2025-03-10 04:28:19,2025-03-10 05:23:19,4.5,9.95
DEL0403,ORD0403,EMP0714,5722 Market St,Houston,TX,77002,failed,2025-11-17 07:33:25,2025-11-17 08:02:25,4.1,0.74
DEL0404,ORD0404,EMP0537,3305 5th Ave,Seattle,WA,98101,delivered,2026-05-31 02:43:07,2026-05-31 03:52:07,7.5,1.41
DEL0405,ORD0405,EMP0381,269 Lakeview Blvd,Miami,FL,33101,delivered,2026-06-22 16:50:37,2026-06-22 17:40:37,6.9,11.30
DEL0406,ORD0406,EMP0062,2504 River Rd,Austin,TX,78701,en_route,2024-05-09 23:40:07,2024-05-10 00:59:07,8.2,5.11
DEL0407,ORD0407,EMP0791,1225 Pine Rd,Nashville,TN,37203,failed,2025-06-27 00:00:51,2025-06-27 00:20:51,6.5,0.16
DEL0408,ORD0408,EMP0731,8283 Lakeview Blvd,San Antonio,TX,78205,assigned,2025-06-10 00:48:07,2025-06-10 01:51:07,9.9,8.74
DEL0409,ORD0409,EMP0148,844 Highland Ave,Seattle,WA,98101,assigned,2025-10-15 12:04:03,2025-10-15 12:51:03,7.1,8.80
DEL0410,ORD0410,EMP0617,176 Maple Dr,Charlotte,NC,28202,assigned,2024-03-29 01:23:42,2024-03-29 02:17:42,2.0,10.11
DEL0411,ORD0411,EMP0276,9084 5th Ave,Atlanta,GA,30303,failed,2026-03-22 03:04:29,2026-03-22 04:16:29,11.7,3.55
DEL0412,ORD0412,EMP0329,8692 Market St,Phoenix,AZ,85004,assigned,2025-08-23 14:24:40,2025-08-23 15:00:40,6.3,0.76
DEL0413,ORD0413,EMP0346,4037 Sunset Blvd,Houston,TX,77002,queued,2026-05-02 17:39:05,2026-05-02 18:34:05,5.2,10.02
DEL0414,ORD0414,EMP0306,4555 Elm St,Columbus,OH,43215,failed,2024-01-02 06:51:16,2024-01-02 07:35:16,9.0,1.68
DEL0415,ORD0415,EMP0616,6536 Elm St,Atlanta,GA,30303,en_route,2025-09-29 00:39:06,2025-09-29 01:11:06,0.9,2.48
DEL0416,ORD0416,EMP0098,3559 Lakeview Blvd,Miami,FL,33101,delivered,2025-02-16 18:52:26,2025-02-16 19:14:26,3.8,9.99
DEL0417,ORD0417,EMP0879,6634 Main St,Phoenix,AZ,85004,assigned,2026-01-27 01:05:53,2026-01-27 02:23:53,4.8,7.20
DEL0418,ORD0418,EMP0784,5116 Highland Ave,Columbus,OH,43215,returned,2025-01-05 17:36:02,2025-01-05 18:52:02,8.4,2.20
DEL0419,ORD0419,EMP0586,6315 Market St,Nashville,TN,37203,failed,2025-02-02 21:28:36,2025-02-02 22:22:36,5.0,6.23
DEL0420,ORD0420,EMP0372,716 Park Ave,Miami,FL,33101,failed,2024-04-18 06:04:39,2024-04-18 07:02:39,5.8,11.55
DEL0421,ORD0421,EMP0380,6662 Oak Ave,San Antonio,TX,78205,queued,2026-04-12 15:27:32,2026-04-12 16:23:32,5.9,7.15
DEL0422,ORD0422,EMP0922,7703 River Rd,Austin,TX,78701,failed,2024-09-19 00:04:49,2024-09-19 01:19:49,4.6,2.36
DEL0423,ORD0423,EMP0635,9757 Lakeview Blvd,Dallas,TX,75201,assigned,2024-01-05 20:38:50,2024-01-05 22:05:50,8.3,0.99
DEL0424,ORD0424,EMP0542,4604 Market St,San Antonio,TX,78205,returned,2024-06-28 11:48:38,2024-06-28 12:16:38,7.6,0.49
DEL0425,ORD0425,EMP0288,2332 Pine Rd,Houston,TX,77002,failed,2024-01-28 18:21:30,2024-01-28 19:08:30,5.3,4.30
DEL0426,ORD0426,EMP0177,3289 Main St,Houston,TX,77002,failed,2026-02-14 04:14:17,2026-02-14 04:39:17,8.6,6.41
DEL0427,ORD0427,EMP0200,951 Pine Rd,Houston,TX,77002,en_route,2026-03-27 06:00:59,2026-03-27 07:21:59,1.1,6.55
DEL0428,ORD0428,EMP0203,7962 5th Ave,Tampa,FL,33602,queued,2025-12-19 08:54:57,2025-12-19 10:05:57,4.9,6.54
DEL0429,ORD0429,EMP0695,3009 5th Ave,Nashville,TN,37203,queued,2024-01-12 13:23:07,2024-01-12 14:18:07,3.4,1.63
DEL0430,ORD0430,EMP0025,9375 River Rd,Houston,TX,77002,assigned,2024-05-06 01:05:39,2024-05-06 01:55:39,3.7,8.47
DEL0431,ORD0431,EMP0096,716 Park Ave,Miami,FL,33101,delivered,2025-12-22 11:57:59,2025-12-22 12:41:59,9.1,6.04
DEL0432,ORD0432,EMP0630,7461 River Rd,Charlotte,NC,28202,delivered,2024-05-12 03:46:56,2024-05-12 04:20:56,8.9,3.15
DEL0433,ORD0433,EMP0731,7180 Highland Ave,Chicago,IL,60601,returned,2024-05-28 11:39:10,2024-05-28 12:46:10,6.9,9.92
DEL0434,ORD0434,EMP0316,7861 Pine Rd,Tampa,FL,33602,failed,2025-08-27 16:11:05,2025-08-27 17:12:05,0.9,0.27
DEL0435,ORD0435,EMP0246,744 Sunset Blvd,Charlotte,NC,28202,returned,2024-08-04 04:06:50,2024-08-04 04:59:50,2.1,2.10
DEL0436,ORD0436,EMP0333,59 Park Ave,Charlotte,NC,28202,returned,2025-04-08 15:54:34,2025-04-08 16:49:34,9.1,3.32
DEL0437,ORD0437,EMP0714,5587 2nd St,Phoenix,AZ,85004,returned,2026-07-13 18:24:23,2026-07-13 18:42:23,4.8,8.66
DEL0438,ORD0438,EMP0114,1069 Maple Dr,Phoenix,AZ,85004,queued,2025-02-15 10:15:16,2025-02-15 11:25:16,2.0,6.12
DEL0439,ORD0439,EMP0661,8374 Maple Dr,Denver,CO,80202,queued,2024-09-21 08:39:09,2024-09-21 09:13:09,0.5,7.80
DEL0440,ORD0440,EMP0914,944 Lakeview Blvd,Seattle,WA,98101,queued,2024-12-03 13:46:22,2024-12-03 14:33:22,1.5,11.46
DEL0441,ORD0441,EMP0523,3870 Sunset Blvd,Portland,OR,97201,failed,2025-09-17 07:28:26,2025-09-17 08:35:26,8.4,3.50
DEL0442,ORD0442,EMP0671,6988 Elm St,Austin,TX,78701,delivered,2025-01-09 02:35:17,2025-01-09 02:50:17,2.1,1.94
DEL0443,ORD0443,EMP0046,9501 Sunset Blvd,Seattle,WA,98101,failed,2024-06-08 12:16:10,2024-06-08 12:52:10,11.4,0.37
DEL0444,ORD0444,EMP0108,1865 Market St,Denver,CO,80202,failed,2025-05-23 18:30:02,2025-05-23 19:54:02,6.3,4.03
DEL0445,ORD0445,EMP0405,3212 Highland Ave,Columbus,OH,43215,queued,2025-10-12 08:55:03,2025-10-12 10:12:03,2.1,9.32
DEL0446,ORD0446,EMP0140,2485 Pine Rd,Atlanta,GA,30303,delivered,2025-10-14 00:49:07,2025-10-14 01:09:07,2.0,4.52
DEL0447,ORD0447,EMP0123,8784 Market St,Portland,OR,97201,assigned,2025-06-17 15:35:10,2025-06-17 16:37:10,7.0,9.21
DEL0448,ORD0448,EMP0595,9821 Maple Dr,Houston,TX,77002,delivered,2025-02-08 03:57:06,2025-02-08 05:03:06,11.2,3.02
DEL0449,ORD0449,EMP0187,4304 River Rd,Chicago,IL,60601,delivered,2024-07-25 08:20:15,2024-07-25 08:49:15,6.6,8.30
DEL0450,ORD0450,EMP0217,2016 Market St,Houston,TX,77002,queued,2025-09-12 05:54:24,2025-09-12 06:23:24,0.6,6.19
DEL0451,ORD0451,EMP0974,1467 River Rd,Houston,TX,77002,en_route,2024-12-27 10:20:05,2024-12-27 11:49:05,10.1,1.76
DEL0452,ORD0452,EMP0943,7805 Market St,Houston,TX,77002,en_route,2025-10-06 13:49:35,2025-10-06 14:08:35,10.4,8.95
DEL0453,ORD0453,EMP0217,5928 Maple Dr,Miami,FL,33101,en_route,2025-01-03 04:29:05,2025-01-03 04:58:05,9.4,8.76
DEL0454,ORD0454,EMP0522,1489 Highland Ave,Nashville,TN,37203,returned,2025-10-06 22:44:44,2025-10-06 23:26:44,3.7,3.79
DEL0455,ORD0455,EMP0394,7945 Oak Ave,Portland,OR,97201,en_route,2024-11-21 09:00:07,2024-11-21 10:27:07,3.9,6.07
DEL0456,ORD0456,EMP0606,6706 Pine Rd,Atlanta,GA,30303,delivered,2026-03-09 00:32:51,2026-03-09 01:06:51,4.9,9.02
DEL0457,ORD0457,EMP0747,560 Elm St,Nashville,TN,37203,failed,2025-06-03 19:38:14,2025-06-03 20:02:14,1.5,7.82
DEL0458,ORD0458,EMP0708,2976 Elm St,Columbus,OH,43215,returned,2024-06-05 08:18:43,2024-06-05 08:43:43,5.2,8.00
DEL0459,ORD0459,EMP0399,8621 River Rd,Miami,FL,33101,delivered,2024-05-01 10:17:16,2024-05-01 11:22:16,8.2,2.60
DEL0460,ORD0460,EMP0446,8860 Oak Ave,Portland,OR,97201,delivered,2025-07-22 10:28:00,2025-07-22 11:11:00,8.2,8.83
DEL0461,ORD0461,EMP0526,6166 Cedar Ln,San Antonio,TX,78205,failed,2025-12-02 10:14:13,2025-12-02 10:46:13,7.4,5.28
DEL0462,ORD0462,EMP0842,4922 Pine Rd,Denver,CO,80202,returned,2025-07-24 02:54:19,2025-07-24 04:07:19,4.9,8.38
DEL0463,ORD0463,EMP0154,7772 Main St,Nashville,TN,37203,en_route,2024-09-25 15:30:58,2024-09-25 16:32:58,6.5,3.64
DEL0464,ORD0464,EMP0864,7565 Sunset Blvd,San Antonio,TX,78205,en_route,2025-11-30 13:04:03,2025-11-30 13:30:03,5.0,10.66
DEL0465,ORD0465,EMP0959,5514 River Rd,Nashville,TN,37203,delivered,2025-07-06 17:31:24,2025-07-06 18:14:24,4.4,9.40
DEL0466,ORD0466,EMP0304,5268 Highland Ave,Chicago,IL,60601,returned,2024-07-26 16:41:37,2024-07-26 18:01:37,9.2,3.96
DEL0467,ORD0467,EMP0307,4627 Park Ave,Phoenix,AZ,85004,queued,2024-03-27 14:58:29,2024-03-27 15:57:29,11.9,9.43
DEL0468,ORD0468,EMP0423,307 Cedar Ln,Denver,CO,80202,failed,2024-05-25 11:24:26,2024-05-25 12:04:26,9.4,1.44
DEL0469,ORD0469,EMP0272,3230 5th Ave,Tampa,FL,33602,assigned,2025-02-11 23:21:14,2025-02-11 23:50:14,8.2,9.23
DEL0470,ORD0470,EMP0479,756 5th Ave,Chicago,IL,60601,assigned,2025-06-13 03:22:52,2025-06-13 04:07:52,9.7,0.39
DEL0471,ORD0471,EMP0195,4604 Market St,San Antonio,TX,78205,assigned,2026-05-02 02:24:54,2026-05-02 03:36:54,1.1,3.91
DEL0472,ORD0472,EMP0307,3686 Lakeview Blvd,Nashville,TN,37203,en_route,2026-04-02 13:39:44,2026-04-02 13:55:44,2.4,11.35
DEL0473,ORD0473,EMP0931,3863 Elm St,Phoenix,AZ,85004,queued,2025-04-23 00:31:04,2025-04-23 01:08:04,3.4,1.87
DEL0474,ORD0474,EMP0007,3014 Maple Dr,Austin,TX,78701,returned,2025-11-08 04:31:41,2025-11-08 05:28:41,6.6,7.57
DEL0475,ORD0475,EMP0031,8069 Highland Ave,Phoenix,AZ,85004,returned,2024-09-12 09:38:29,2024-09-12 10:53:29,7.5,0.18
DEL0476,ORD0476,EMP0268,1934 River Rd,Chicago,IL,60601,returned,2025-01-02 15:47:12,2025-01-02 16:21:12,4.9,9.87
DEL0477,ORD0477,EMP0693,292 Lakeview Blvd,Houston,TX,77002,delivered,2026-03-02 11:26:58,2026-03-02 11:53:58,8.3,2.94
DEL0478,ORD0478,EMP0665,4304 River Rd,Chicago,IL,60601,delivered,2025-02-18 10:22:53,2025-02-18 11:30:53,12.0,3.68
DEL0479,ORD0479,EMP0916,4446 Maple Dr,Austin,TX,78701,failed,2025-04-17 05:13:53,2025-04-17 06:14:53,2.0,6.46
DEL0480,ORD0480,EMP0701,7607 Elm St,Charlotte,NC,28202,assigned,2025-05-25 17:59:06,2025-05-25 18:54:06,10.5,0.09
DEL0481,ORD0481,EMP0714,7718 5th Ave,Portland,OR,97201,returned,2025-02-03 03:22:14,2025-02-03 03:49:14,11.2,0.31
DEL0482,ORD0482,EMP0233,3572 Oak Ave,Tampa,FL,33602,returned,2026-04-11 13:03:13,2026-04-11 13:39:13,9.0,8.83
DEL0483,ORD0483,EMP0408,3485 Pine Rd,Atlanta,GA,30303,failed,2025-06-30 12:27:47,2025-06-30 13:25:47,4.7,6.84
DEL0484,ORD0484,EMP0415,3015 Sunset Blvd,Charlotte,NC,28202,en_route,2024-06-22 23:41:33,2024-06-23 00:16:33,1.4,1.05
DEL0485,ORD0485,EMP0946,6024 Oak Ave,Houston,TX,77002,delivered,2024-12-04 13:56:31,2024-12-04 15:21:31,10.1,0.14
DEL0486,ORD0486,EMP0513,2894 5th Ave,San Antonio,TX,78205,queued,2025-01-31 23:16:46,2025-01-31 23:38:46,4.2,6.76
DEL0487,ORD0487,EMP0995,1153 Main St,Phoenix,AZ,85004,assigned,2026-07-20 10:17:39,2026-07-20 10:34:39,9.7,0.65
DEL0488,ORD0488,EMP0320,3220 Main St,Dallas,TX,75201,returned,2026-03-03 17:20:39,2026-03-03 17:50:39,4.8,8.00
DEL0489,ORD0489,EMP0023,7243 Park Ave,Austin,TX,78701,assigned,2026-02-16 14:52:06,2026-02-16 15:17:06,4.0,2.23
DEL0490,ORD0490,EMP0961,5520 Highland Ave,Phoenix,AZ,85004,returned,2025-06-21 09:20:20,2025-06-21 09:42:20,9.7,6.16
DEL0491,ORD0491,EMP0193,5425 River Rd,Atlanta,GA,30303,en_route,2025-09-24 13:19:38,2025-09-24 13:34:38,1.7,5.54
DEL0492,ORD0492,EMP0686,9864 Maple Dr,Nashville,TN,37203,assigned,2024-10-02 12:41:17,2024-10-02 13:40:17,8.3,1.57
DEL0493,ORD0493,EMP0829,3043 Main St,Miami,FL,33101,queued,2025-09-28 12:33:39,2025-09-28 14:02:39,6.8,4.06
DEL0494,ORD0494,EMP0223,6585 Pine Rd,Denver,CO,80202,queued,2024-02-24 15:54:23,2024-02-24 17:04:23,8.4,10.36
DEL0495,ORD0495,EMP0279,5520 Sunset Blvd,Nashville,TN,37203,assigned,2025-06-02 15:08:01,2025-06-02 16:28:01,7.8,9.95
DEL0496,ORD0496,EMP0093,7943 5th Ave,Denver,CO,80202,assigned,2026-03-21 01:04:48,2026-03-21 02:06:48,10.8,9.40
DEL0497,ORD0497,EMP0800,736 Pine Rd,Dallas,TX,75201,en_route,2025-01-15 23:58:33,2025-01-16 00:24:33,8.4,10.87
DEL0498,ORD0498,EMP0526,5563 Cedar Ln,Denver,CO,80202,delivered,2024-10-15 05:42:37,2024-10-15 06:15:37,5.9,2.09
DEL0499,ORD0499,EMP0974,377 Market St,Austin,TX,78701,failed,2025-09-25 09:59:50,2025-09-25 10:38:50,3.2,0.99
DEL0500,ORD0500,EMP0353,8354 Cedar Ln,Dallas,TX,75201,delivered,2024-09-04 04:23:24,2024-09-04 04:46:24,2.7,11.81
DEL0501,ORD0501,EMP0876,3862 River Rd,Denver,CO,80202,queued,2024-01-29 21:37:51,2024-01-29 22:06:51,4.7,11.00
DEL0502,ORD0502,EMP0664,3389 Park Ave,Nashville,TN,37203,failed,2025-04-01 11:30:36,2025-04-01 12:29:36,7.7,10.80
DEL0503,ORD0503,EMP0928,7779 Oak Ave,Denver,CO,80202,failed,2024-08-07 13:20:49,2024-08-07 13:44:49,8.9,5.50
DEL0504,ORD0504,EMP0062,59 Park Ave,Charlotte,NC,28202,failed,2025-01-27 13:13:55,2025-01-27 14:38:55,4.4,4.10
DEL0505,ORD0505,EMP0403,5191 Elm St,Atlanta,GA,30303,assigned,2024-04-05 22:12:53,2024-04-05 23:00:53,1.9,8.48
DEL0506,ORD0506,EMP0189,7545 Elm St,Seattle,WA,98101,en_route,2025-02-20 11:05:52,2025-02-20 11:48:52,1.8,5.13
DEL0507,ORD0507,EMP0030,4802 Cedar Ln,Denver,CO,80202,returned,2025-05-28 17:16:15,2025-05-28 17:53:15,8.5,5.41
DEL0508,ORD0508,EMP0588,3050 Cedar Ln,Chicago,IL,60601,assigned,2025-09-08 12:09:21,2025-09-08 12:30:21,8.8,4.42
DEL0509,ORD0509,EMP0943,4884 Maple Dr,Columbus,OH,43215,returned,2026-07-14 20:46:13,2026-07-14 22:00:13,11.6,3.35
DEL0510,ORD0510,EMP0689,3854 5th Ave,Nashville,TN,37203,assigned,2024-08-19 11:31:03,2024-08-19 12:57:03,5.4,8.79
DEL0511,ORD0511,EMP0723,9733 River Rd,San Antonio,TX,78205,assigned,2026-04-06 21:13:05,2026-04-06 22:28:05,6.0,6.79
DEL0512,ORD0512,EMP0029,4587 Oak Ave,Miami,FL,33101,en_route,2024-02-18 17:03:51,2024-02-18 17:51:51,2.3,9.39
DEL0513,ORD0513,EMP0967,5116 Highland Ave,Columbus,OH,43215,queued,2025-04-29 10:45:08,2025-04-29 12:00:08,7.8,11.44
DEL0514,ORD0514,EMP0506,1997 Market St,Charlotte,NC,28202,delivered,2025-01-30 19:39:17,2025-01-30 20:56:17,11.8,1.18
DEL0515,ORD0515,EMP0848,4080 Park Ave,Chicago,IL,60601,returned,2024-09-08 18:48:46,2024-09-08 20:01:46,8.2,6.75
DEL0516,ORD0516,EMP0923,5150 Market St,Charlotte,NC,28202,delivered,2025-06-27 07:44:15,2025-06-27 08:18:15,6.7,5.45
DEL0517,ORD0517,EMP0975,6354 5th Ave,Miami,FL,33101,assigned,2024-12-18 15:26:26,2024-12-18 16:30:26,4.4,0.57
DEL0518,ORD0518,EMP0642,2332 Pine Rd,Houston,TX,77002,assigned,2024-06-05 03:24:49,2024-06-05 03:49:49,9.0,11.19
DEL0519,ORD0519,EMP0383,9029 Elm St,Tampa,FL,33602,en_route,2026-03-23 08:10:10,2026-03-23 09:30:10,11.8,11.47
DEL0520,ORD0520,EMP0446,5338 Elm St,Houston,TX,77002,delivered,2026-03-07 01:24:58,2026-03-07 01:59:58,4.2,7.41
DEL0521,ORD0521,EMP0503,5675 Sunset Blvd,Austin,TX,78701,queued,2025-09-14 14:46:29,2025-09-14 16:11:29,11.7,11.53
DEL0522,ORD0522,EMP0798,5295 5th Ave,Chicago,IL,60601,assigned,2026-06-23 22:27:16,2026-06-23 23:57:16,4.3,0.06
DEL0523,ORD0523,EMP0073,8780 Pine Rd,Denver,CO,80202,en_route,2026-01-12 09:30:21,2026-01-12 10:28:21,7.0,2.23
DEL0524,ORD0524,EMP0219,4287 Elm St,Charlotte,NC,28202,failed,2026-07-15 18:18:23,2026-07-15 19:02:23,11.3,4.06
DEL0525,ORD0525,EMP0725,7972 Pine Rd,Chicago,IL,60601,returned,2025-08-13 17:22:39,2025-08-13 17:47:39,11.6,4.29
DEL0526,ORD0526,EMP0096,9649 Oak Ave,Seattle,WA,98101,failed,2025-08-05 23:47:45,2025-08-06 00:44:45,1.0,5.81
DEL0527,ORD0527,EMP0802,9433 Elm St,Columbus,OH,43215,failed,2025-01-02 19:20:37,2025-01-02 20:36:37,9.5,1.97
DEL0528,ORD0528,EMP0966,2826 Highland Ave,Chicago,IL,60601,queued,2025-07-27 15:19:44,2025-07-27 15:40:44,8.9,6.95
DEL0529,ORD0529,EMP0572,3007 Park Ave,Atlanta,GA,30303,returned,2026-02-06 14:54:56,2026-02-06 16:13:56,5.6,10.66
DEL0530,ORD0530,EMP0615,8182 Cedar Ln,Denver,CO,80202,failed,2024-09-26 12:38:38,2024-09-26 13:35:38,1.1,11.00
DEL0531,ORD0531,EMP0226,3020 Main St,Seattle,WA,98101,failed,2026-05-15 02:17:32,2026-05-15 03:42:32,10.1,7.34
DEL0532,ORD0532,EMP0104,7241 Market St,Houston,TX,77002,returned,2024-04-29 06:29:01,2024-04-29 07:12:01,2.0,0.38
DEL0533,ORD0533,EMP0409,9585 5th Ave,Portland,OR,97201,queued,2025-04-19 22:01:13,2025-04-19 23:28:13,5.0,2.29
DEL0534,ORD0534,EMP0506,1865 Market St,Denver,CO,80202,en_route,2026-07-02 19:47:01,2026-07-02 21:14:01,11.5,10.34
DEL0535,ORD0535,EMP0173,7241 Market St,Houston,TX,77002,delivered,2025-02-04 10:16:06,2025-02-04 11:45:06,10.0,5.41
DEL0536,ORD0536,EMP0811,786 Elm St,Tampa,FL,33602,returned,2026-02-13 00:43:02,2026-02-13 02:02:02,1.2,5.64
DEL0537,ORD0537,EMP0256,6764 Highland Ave,Houston,TX,77002,returned,2025-03-23 21:14:06,2025-03-23 22:05:06,10.1,9.51
DEL0538,ORD0538,EMP0440,5144 5th Ave,Austin,TX,78701,failed,2024-06-17 05:10:44,2024-06-17 06:13:44,7.5,7.66
DEL0539,ORD0539,EMP0116,119 River Rd,Nashville,TN,37203,queued,2024-01-03 15:59:05,2024-01-03 16:34:05,3.0,6.93
DEL0540,ORD0540,EMP0247,1153 Main St,Phoenix,AZ,85004,delivered,2026-03-24 03:33:19,2026-03-24 05:02:19,8.9,7.65
DEL0541,ORD0541,EMP0748,4557 Sunset Blvd,Portland,OR,97201,returned,2025-04-15 08:43:57,2025-04-15 10:02:57,11.1,0.74
DEL0542,ORD0542,EMP0275,7552 River Rd,Seattle,WA,98101,delivered,2024-02-01 23:07:09,2024-02-01 23:22:09,0.6,11.82
DEL0543,ORD0543,EMP0913,7057 Main St,Dallas,TX,75201,queued,2026-02-18 13:27:54,2026-02-18 14:14:54,7.2,2.59
DEL0544,ORD0544,EMP0635,8128 River Rd,Houston,TX,77002,returned,2025-10-14 14:56:33,2025-10-14 15:31:33,1.2,5.83
DEL0545,ORD0545,EMP0216,2539 5th Ave,Portland,OR,97201,returned,2025-04-05 06:35:08,2025-04-05 06:56:08,9.6,10.24
DEL0546,ORD0546,EMP0592,9638 Elm St,Austin,TX,78701,failed,2025-06-22 03:48:23,2025-06-22 05:05:23,6.6,0.41
DEL0547,ORD0547,EMP0331,3846 Elm St,Atlanta,GA,30303,queued,2024-07-19 23:42:33,2024-07-20 00:10:33,3.9,10.85
DEL0548,ORD0548,EMP0225,7552 River Rd,Seattle,WA,98101,queued,2026-01-04 11:21:20,2026-01-04 11:48:20,1.7,0.80
DEL0549,ORD0549,EMP0899,119 River Rd,Nashville,TN,37203,delivered,2025-10-17 18:49:33,2025-10-17 20:06:33,0.8,4.14
DEL0550,ORD0550,EMP0108,4209 Maple Dr,Charlotte,NC,28202,assigned,2026-04-30 23:58:11,2026-05-01 00:22:11,1.2,3.76
