supplier_id,supplier_name,category,contact_name,email,phone,city,state,zip,payment_terms_days,is_preferred
SUP0412,Harvest Flour Mills 412,packaging,Levi Young,orders412@supplier24.example.com,(339) 428-3535,Chicago,IL,60601,45,false
SUP0413,Valley Farms Dairy 413,equipment,Jackson Flores,orders413@supplier25.example.com,(904) 405-2879,Tampa,FL,33602,15,false
SUP0414,Roma Tomato Co 414,packaging,Sophia Thomas,orders414@supplier26.example.com,(409) 306-8761,Atlanta,GA,30303,15,true
SUP0415,Urban Beverage Dist 415,dairy,Elijah Martin,orders415@supplier27.example.com,(614) 695-4015,Portland,OR,97201,30,true
SUP0416,GreenLeaf Produce 416,equipment,Owen Lewis,orders416@supplier28.example.com,(873) 831-3018,Chicago,IL,60601,60,false
SUP0417,Harvest Flour Mills 417,produce,Levi Thomas,orders417@supplier29.example.com,(374) 723-9956,Austin,TX,78701,30,false
SUP0418,GreenLeaf Produce 418,beverages,Sophia Nguyen,orders418@supplier30.example.com,(704) 576-5508,Denver,CO,80202,60,false
SUP0419,Roma Tomato Co 419,dry_goods,Grace Ramirez,orders419@supplier31.example.com,(351) 228-5643,Nashville,TN,37203,60,false
SUP0420,Valley Farms Dairy 420,packaging,Henry Williams,orders420@supplier32.example.com,(860) 866-8282,Seattle,WA,98101,15,true
SUP0421,Harvest Flour Mills 421,dry_goods,Layla Robinson,orders421@supplier33.example.com,(483) 209-3593,Phoenix,AZ,85004,45,false
SUP0422,Coastal Seafoods 422,meat,Joseph King,orders422@supplier34.example.com,(599) 725-2028,Charlotte,NC,28202,30,false
SUP0423,FireOven Packaging 423,dry_goods,Joseph Rodriguez,orders423@supplier35.example.com,(485) 980-5963,Phoenix,AZ,85004,60,false
SUP0424,Artisan Cheese Works 424,dry_goods,Zoey Hill,orders424@supplier36.example.com,(874) 384-9306,Charlotte,NC,28202,45,false
SUP0425,FireOven Packaging 425,packaging,Owen Sanchez,orders425@supplier37.example.com,(269) 246-1483,Phoenix,AZ,85004,30,false
SUP0426,Roma Tomato Co 426,dry_goods,Matthew Walker,orders426@supplier38.example.com,(531) 978-4793,Miami,FL,33101,30,false
SUP0427,Harvest Flour Mills 427,beverages,Scarlett Clark,orders427@supplier39.example.com,(265) 263-5103,Columbus,OH,43215,15,false
SUP0428,Roma Tomato Co 428,dry_goods,Nova White,orders428@supplier40.example.com,(821) 846-1482,Tampa,FL,33602,30,false
SUP0429,Artisan Cheese Works 429,dry_goods,Isabella Torres,orders429@supplier41.example.com,(769) 404-4206,Tampa,FL,33602,45,false
SUP0430,GreenLeaf Produce 430,produce,Amelia Hernandez,orders430@supplier42.example.com,(644) 741-4150,Miami,FL,33101,15,false
SUP0431,Roma Tomato Co 431,produce,Olivia Rodriguez,orders431@supplier43.example.com,(205) 568-7685,Miami,FL,33101,15,false
SUP0432,Artisan Cheese Works 432,produce,Ethan Torres,orders432@supplier44.example.com,(685) 712-6768,Miami,FL,33101,45,false
SUP0433,Harvest Flour Mills 433,equipment,Emma Lewis,orders433@supplier45.example.com,(637) 840-7162,Chicago,IL,60601,15,false
SUP0434,GreenLeaf Produce 434,dairy,Elijah Young,orders434@supplier46.example.com,(436) 252-9856,Houston,TX,77002,45,false
SUP0435,GreenLeaf Produce 435,equipment,Evelyn Harris,orders435@supplier47.example.com,(920) 566-2113,Charlotte,NC,28202,30,true
SUP0436,Coastal Seafoods 436,equipment,Sebastian Flores,orders436@supplier48.example.com,(712) 519-7540,Dallas,TX,75201,15,false
SUP0437,Roma Tomato Co 437,packaging,Zoey Taylor,orders437@supplier49.example.com,(868) 230-1528,Columbus,OH,43215,45,false
SUP0438,FireOven Packaging 438,equipment,Noah Rodriguez,orders438@supplier50.example.com,(409) 760-6400,San Antonio,TX,78205,15,false
SUP0439,Valley Farms Dairy 439,meat,Emma Clark,orders439@supplier51.example.com,(812) 957-2320,Dallas,TX,75201,60,true
SUP0440,Valley Farms Dairy 440,dairy,Olivia Young,orders440@supplier52.example.com,(719) 430-6738,Denver,CO,80202,60,false
SUP0441,Coastal Seafoods 441,dairy,Noah Johnson,orders441@supplier53.example.com,(992) 400-9752,Nashville,TN,37203,60,false
SUP0442,Valley Farms Dairy 442,packaging,Zoey Brown,orders442@supplier54.example.com,(596) 984-7180,Tampa,FL,33602,30,false
SUP0443,Harvest Flour Mills 443,dairy,Chloe Davis,orders443@supplier55.example.com,(830) 576-6763,Seattle,WA,98101,30,false
SUP0444,Valley Farms Dairy 444,produce,Harper Garcia,orders444@supplier56.example.com,(802) 210-4721,Columbus,OH,43215,60,true
SUP0445,Valley Farms Dairy 445,equipment,Ava Thomas,orders445@supplier57.example.com,(258) 278-1928,Columbus,OH,43215,30,false
SUP0446,Valley Farms Dairy 446,meat,Ella Hill,orders446@supplier58.example.com,(870) 450-5790,Denver,CO,80202,30,false
SUP0447,Roma Tomato Co 447,beverages,Emma Jones,orders447@supplier59.example.com,(456) 756-4372,Portland,OR,97201,60,true
SUP0448,FireOven Packaging 448,equipment,Harper Lewis,orders448@supplier60.example.com,(930) 509-7011,Charlotte,NC,28202,45,true
SUP0449,GreenLeaf Produce 449,meat,Penelope Wright,orders449@supplier61.example.com,(715) 306-1884,San Antonio,TX,78205,45,true
SUP0450,Artisan Cheese Works 450,meat,Oliver Wilson,orders450@supplier62.example.com,(340) 733-4777,Tampa,FL,33602,45,true
SUP0451,Roma Tomato Co 451,meat,Layla Martinez,orders451@supplier63.example.com,(236) 440-8213,San Antonio,TX,78205,60,true
SUP0452,Artisan Cheese Works 452,equipment,Olivia Moore,orders452@supplier64.example.com,(484) 802-7294,Austin,TX,78701,45,true
SUP0453,Valley Farms Dairy 453,meat,Owen Harris,orders453@supplier65.example.com,(707) 219-7268,Dallas,TX,75201,60,false
SUP0454,Coastal Seafoods 454,dry_goods,Mason Ramirez,orders454@supplier66.example.com,(745) 253-5999,San Antonio,TX,78205,15,false
SUP0455,Valley Farms Dairy 455,packaging,Nova Perez,orders455@supplier67.example.com,(468) 971-4547,Phoenix,AZ,85004,15,false
SUP0456,Urban Beverage Dist 456,equipment,Jacob Brown,orders456@supplier68.example.com,(311) 766-7358,Charlotte,NC,28202,45,true
SUP0457,Artisan Cheese Works 457,dry_goods,Riley Torres,orders457@supplier69.example.com,(987) 731-5261,Chicago,IL,60601,30,true
SUP0458,Coastal Seafoods 458,produce,Ava Moore,orders458@supplier70.example.com,(898) 480-2401,Portland,OR,97201,30,true
SUP0459,FireOven Packaging 459,packaging,Daniel Williams,orders459@supplier71.example.com,(830) 480-6926,Denver,CO,80202,45,false
SUP0460,Valley Farms Dairy 460,dairy,Henry Torres,orders460@supplier72.example.com,(876) 528-5333,Nashville,TN,37203,30,false
SUP0461,Artisan Cheese Works 461,dairy,Logan Williams,orders461@supplier73.example.com,(567) 691-4569,Austin,TX,78701,60,false
SUP0462,GreenLeaf Produce 462,packaging,Jack Lee,orders462@supplier74.example.com,(265) 651-3945,Dallas,TX,75201,45,true
SUP0463,GreenLeaf Produce 463,equipment,Jackson Rodriguez,orders463@supplier75.example.com,(432) 845-3858,Denver,CO,80202,30,true
SUP0464,Valley Farms Dairy 464,produce,Elijah Williams,orders464@supplier76.example.com,(388) 900-9302,Miami,FL,33101,60,false
SUP0465,Coastal Seafoods 465,dairy,Joseph Taylor,orders465@supplier77.example.com,(463) 216-6789,Austin,TX,78701,15,false
SUP0466,Roma Tomato Co 466,dairy,Lily Lewis,orders466@supplier78.example.com,(315) 723-2268,Phoenix,AZ,85004,30,false
SUP0467,FireOven Packaging 467,equipment,Matthew Clark,orders467@supplier79.example.com,(273) 857-7987,Atlanta,GA,30303,45,false
SUP0468,FireOven Packaging 468,meat,Grace White,orders468@supplier80.example.com,(681) 501-1510,Phoenix,AZ,85004,30,false
SUP0469,Harvest Flour Mills 469,packaging,Liam Miller,orders469@supplier81.example.com,(823) 416-6129,Denver,CO,80202,45,true
SUP0470,Valley Farms Dairy 470,beverages,Layla Martinez,orders470@supplier82.example.com,(590) 980-2285,Seattle,WA,98101,15,true
SUP0471,Urban Beverage Dist 471,packaging,Layla Davis,orders471@supplier83.example.com,(740) 252-8738,San Antonio,TX,78205,60,false
SUP0472,GreenLeaf Produce 472,produce,Alexander Thomas,orders472@supplier84.example.com,(986) 570-4782,San Antonio,TX,78205,60,false
SUP0473,Coastal Seafoods 473,dry_goods,Layla Clark,orders473@supplier85.example.com,(570) 281-6766,Dallas,TX,75201,15,true
SUP0474,Artisan Cheese Works 474,packaging,Harper Lewis,orders474@supplier86.example.com,(628) 435-3052,Miami,FL,33101,30,true
SUP0475,Harvest Flour Mills 475,packaging,Evelyn Jackson,orders475@supplier87.example.com,(549) 521-2932,Seattle,WA,98101,15,false
SUP0476,Harvest Flour Mills 476,packaging,Jackson Gonzalez,orders476@supplier88.example.com,(384) 664-1254,Chicago,IL,60601,30,false
SUP0477,Artisan Cheese Works 477,beverages,Sophia Rodriguez,orders477@supplier89.example.com,(234) 641-1392,Denver,CO,80202,30,true
SUP0478,Urban Beverage Dist 478,dry_goods,Ella Rodriguez,orders478@supplier90.example.com,(611) 913-4955,Houston,TX,77002,45,false
SUP0479,FireOven Packaging 479,packaging,Nora Flores,orders479@supplier91.example.com,(310) 939-1741,Columbus,OH,43215,15,true
SUP0480,Artisan Cheese Works 480,dry_goods,Hazel Lewis,orders480@supplier92.example.com,(958) 646-5739,Phoenix,AZ,85004,60,true
SUP0481,Harvest Flour Mills 481,beverages,David Nguyen,orders481@supplier93.example.com,(721) 285-3494,Tampa,FL,33602,15,false
SUP0482,Artisan Cheese Works 482,dry_goods,Emily Lewis,orders482@supplier94.example.com,(380) 720-5576,Phoenix,AZ,85004,15,false
SUP0483,FireOven Packaging 483,dairy,Riley King,orders483@supplier95.example.com,(737) 793-9326,Portland,OR,97201,60,false
SUP0484,FireOven Packaging 484,equipment,Mason Martinez,orders484@supplier96.example.com,(242) 952-4451,Seattle,WA,98101,60,false
SUP0485,FireOven Packaging 485,dairy,Ella Jackson,orders485@supplier0.example.com,(369) 321-5716,Atlanta,GA,30303,45,false
SUP0486,Harvest Flour Mills 486,meat,Evelyn Hill,orders486@supplier1.example.com,(971) 308-4795,San Antonio,TX,78205,45,false
SUP0487,Harvest Flour Mills 487,dairy,Nora Williams,orders487@supplier2.example.com,(752) 750-4197,San Antonio,TX,78205,15,false
SUP0488,Valley Farms Dairy 488,meat,Ethan Jackson,orders488@supplier3.example.com,(784) 636-8288,Charlotte,NC,28202,30,true
SUP0489,Roma Tomato Co 489,beverages,Joseph Davis,orders489@supplier4.example.com,(655) 642-9081,Denver,CO,80202,45,false
SUP0490,GreenLeaf Produce 490,beverages,Aurora Davis,orders490@supplier5.example.com,(562) 280-4644,Houston,TX,77002,15,false
SUP0491,FireOven Packaging 491,meat,Logan Allen,orders491@supplier6.example.com,(888) 995-2213,Chicago,IL,60601,45,true
SUP0492,Urban Beverage Dist 492,dairy,Joseph King,orders492@supplier7.example.com,(525) 394-1583,Austin,TX,78701,15,false
SUP0493,Urban Beverage Dist 493,equipment,Harper Gonzalez,orders493@supplier8.example.com,(471) 681-3481,Atlanta,GA,30303,60,true
SUP0494,Artisan Cheese Works 494,meat,Isabella Gonzalez,orders494@supplier9.example.com,(850) 290-9459,Tampa,FL,33602,30,false
SUP0495,Artisan Cheese Works 495,packaging,Owen Wilson,orders495@supplier10.example.com,(927) 382-1635,Dallas,TX,75201,60,false
SUP0496,Urban Beverage Dist 496,beverages,Aiden Thomas,orders496@supplier11.example.com,(853) 557-8933,Atlanta,GA,30303,30,true
SUP0497,Coastal Seafoods 497,meat,Aurora Young,orders497@supplier12.example.com,(701) 845-7425,Charlotte,NC,28202,45,false
SUP0498,Roma Tomato Co 498,produce,Elijah Jackson,orders498@supplier13.example.com,(629) 657-6331,Denver,CO,80202,30,false
SUP0499,Harvest Flour Mills 499,dry_goods,Emily Davis,orders499@supplier14.example.com,(555) 913-7522,Dallas,TX,75201,30,true
SUP0500,Artisan Cheese Works 500,packaging,Grace Thomas,orders500@supplier15.example.com,(229) 497-5389,Portland,OR,97201,30,true
SUP0501,Urban Beverage Dist 501,dairy,Jack Lee,orders501@supplier16.example.com,(467) 891-6203,Nashville,TN,37203,60,false
SUP0502,Urban Beverage Dist 502,dry_goods,Evelyn Brown,orders502@supplier17.example.com,(474) 697-4587,Portland,OR,97201,45,false
SUP0503,GreenLeaf Produce 503,dry_goods,Grace Anderson,orders503@supplier18.example.com,(786) 370-9782,Austin,TX,78701,30,true
SUP0504,FireOven Packaging 504,produce,Nora Wright,orders504@supplier19.example.com,(220) 939-1345,Dallas,TX,75201,60,false
SUP0505,FireOven Packaging 505,meat,David Scott,orders505@supplier20.example.com,(264) 870-1806,Tampa,FL,33602,30,false
SUP0506,Harvest Flour Mills 506,equipment,Aria Sanchez,orders506@supplier21.example.com,(935) 434-5754,San Antonio,TX,78205,30,true
SUP0507,Urban Beverage Dist 507,produce,Jack Thomas,orders507@supplier22.example.com,(213) 236-1328,Phoenix,AZ,85004,15,false
SUP0508,Artisan Cheese Works 508,dairy,Mia Jackson,orders508@supplier23.example.com,(508) 224-4768,Nashville,TN,37203,30,false
SUP0509,Roma Tomato Co 509,equipment,Scarlett Sanchez,orders509@supplier24.example.com,(334) 958-5423,Tampa,FL,33602,15,false
SUP0510,Urban Beverage Dist 510,dairy,Ava Wright,orders510@supplier25.example.com,(819) 355-2565,Chicago,IL,60601,60,false
SUP0511,GreenLeaf Produce 511,equipment,Emily Ramirez,orders511@supplier26.example.com,(724) 961-1383,Atlanta,GA,30303,45,false
SUP0512,Roma Tomato Co 512,meat,Samuel Torres,orders512@supplier27.example.com,(682) 585-5771,San Antonio,TX,78205,60,false
SUP0513,GreenLeaf Produce 513,dry_goods,Abigail Wright,orders513@supplier28.example.com,(718) 450-7265,Seattle,WA,98101,15,true
SUP0514,Urban Beverage Dist 514,meat,Nova Wright,orders514@supplier29.example.com,(931) 310-8409,Tampa,FL,33602,30,false
SUP0515,Urban Beverage Dist 515,equipment,Harper Lewis,orders515@supplier30.example.com,(578) 688-2785,Austin,TX,78701,45,false
SUP0516,Roma Tomato Co 516,dairy,Jack Hernandez,orders516@supplier31.example.com,(412) 701-5095,Nashville,TN,37203,15,false
SUP0517,Artisan Cheese Works 517,packaging,Layla Torres,orders517@supplier32.example.com,(978) 438-1965,Atlanta,GA,30303,60,false
SUP0518,FireOven Packaging 518,equipment,Lucas Williams,orders518@supplier33.example.com,(529) 905-7660,Denver,CO,80202,15,false
SUP0519,Artisan Cheese Works 519,packaging,Jackson Lee,orders519@supplier34.example.com,(867) 441-6272,San Antonio,TX,78205,60,true
SUP0520,Roma Tomato Co 520,dairy,Jacob Jones,orders520@supplier35.example.com,(584) 330-1223,Chicago,IL,60601,30,false
SUP0521,Harvest Flour Mills 521,produce,Chloe Davis,orders521@supplier36.example.com,(239) 634-9113,Dallas,TX,75201,30,false
SUP0522,Artisan Cheese Works 522,produce,Levi Scott,orders522@supplier37.example.com,(628) 608-1151,Chicago,IL,60601,45,false
SUP0523,GreenLeaf Produce 523,packaging,Emily Flores,orders523@supplier38.example.com,(580) 777-3718,Denver,CO,80202,30,false
SUP0524,Coastal Seafoods 524,equipment,Owen White,orders524@supplier39.example.com,(731) 819-5116,Miami,FL,33101,60,false
SUP0525,FireOven Packaging 525,beverages,Layla Rodriguez,orders525@supplier40.example.com,(368) 736-8763,Columbus,OH,43215,15,false
SUP0526,Harvest Flour Mills 526,dry_goods,Emma Smith,orders526@supplier41.example.com,(519) 918-4074,Houston,TX,77002,30,false
SUP0527,Artisan Cheese Works 527,meat,Sophia Brown,orders527@supplier42.example.com,(839) 679-3563,Chicago,IL,60601,15,false
SUP0528,Coastal Seafoods 528,meat,Hazel Smith,orders528@supplier43.example.com,(397) 481-5656,Chicago,IL,60601,60,false
SUP0529,FireOven Packaging 529,packaging,David Sanchez,orders529@supplier44.example.com,(460) 774-9864,Denver,CO,80202,30,false
SUP0530,Roma Tomato Co 530,beverages,Ethan Moore,orders530@supplier45.example.com,(382) 469-2676,Houston,TX,77002,30,true
SUP0531,Urban Beverage Dist 531,meat,Riley Nguyen,orders531@supplier46.example.com,(819) 483-8756,Atlanta,GA,30303,30,false
SUP0532,Coastal Seafoods 532,produce,Oliver Flores,orders532@supplier47.example.com,(350) 346-3700,Nashville,TN,37203,60,true
SUP0533,Roma Tomato Co 533,dairy,Isabella Allen,orders533@supplier48.example.com,(650) 635-8728,Phoenix,AZ,85004,45,false
SUP0534,Roma Tomato Co 534,produce,Jack Sanchez,orders534@supplier49.example.com,(586) 992-7316,Nashville,TN,37203,60,false
SUP0535,FireOven Packaging 535,packaging,Oliver Hill,orders535@supplier50.example.com,(419) 370-5550,Charlotte,NC,28202,30,true
SUP0536,Artisan Cheese Works 536,dry_goods,Penelope Taylor,orders536@supplier51.example.com,(901) 323-8133,Chicago,IL,60601,45,false
SUP0537,FireOven Packaging 537,equipment,Logan Thompson,orders537@supplier52.example.com,(945) 634-4502,Charlotte,NC,28202,30,false
SUP0538,Valley Farms Dairy 538,produce,Chloe White,orders538@supplier53.example.com,(738) 399-1091,Houston,TX,77002,45,false
SUP0539,FireOven Packaging 539,meat,Lily Smith,orders539@supplier54.example.com,(821) 479-1549,Columbus,OH,43215,45,false
SUP0540,Valley Farms Dairy 540,beverages,Joseph Taylor,orders540@supplier55.example.com,(480) 840-1937,Seattle,WA,98101,15,true
SUP0541,Artisan Cheese Works 541,packaging,Hazel Robinson,orders541@supplier56.example.com,(702) 377-8756,Columbus,OH,43215,15,false
SUP0542,Harvest Flour Mills 542,beverages,Levi Lopez,orders542@supplier57.example.com,(334) 284-7874,Austin,TX,78701,15,false
SUP0543,Valley Farms Dairy 543,meat,Sophia Wright,orders543@supplier58.example.com,(484) 398-1273,Miami,FL,33101,45,true
SUP0544,FireOven Packaging 544,beverages,Mia Nguyen,orders544@supplier59.example.com,(939) 575-9459,Charlotte,NC,28202,15,true
SUP0545,Urban Beverage Dist 545,equipment,Aurora Brown,orders545@supplier60.example.com,(266) 397-9216,Seattle,WA,98101,30,true
SUP0546,Harvest Flour Mills 546,dry_goods,Olivia Moore,orders546@supplier61.example.com,(823) 403-9281,Dallas,TX,75201,60,false
SUP0547,Valley Farms Dairy 547,meat,Benjamin Scott,orders547@supplier62.example.com,(559) 320-6594,Tampa,FL,33602,60,false
SUP0548,Roma Tomato Co 548,packaging,Logan Garcia,orders548@supplier63.example.com,(319) 292-3990,Tampa,FL,33602,15,false
SUP0549,Valley Farms Dairy 549,equipment,Mia Smith,orders549@supplier64.example.com,(422) 853-7136,Atlanta,GA,30303,60,false
SUP0550,Coastal Seafoods 550,meat,Matthew Gonzalez,orders550@supplier65.example.com,(965) 973-3174,Tampa,FL,33602,45,false
SUP0551,GreenLeaf Produce 551,produce,Benjamin Rodriguez,orders551@supplier66.example.com,(778) 523-7782,Tampa,FL,33602,30,true
SUP0552,Coastal Seafoods 552,produce,Abigail Taylor,orders552@supplier67.example.com,(914) 650-5334,Denver,CO,80202,15,false
SUP0553,FireOven Packaging 553,meat,David King,orders553@supplier68.example.com,(660) 846-3793,Atlanta,GA,30303,15,true
SUP0554,Urban Beverage Dist 554,produce,Aria Torres,orders554@supplier69.example.com,(415) 919-8108,Atlanta,GA,30303,45,false
SUP0555,GreenLeaf Produce 555,produce,Alexander Allen,orders555@supplier70.example.com,(764) 960-5406,Miami,FL,33101,15,false
SUP0556,GreenLeaf Produce 556,produce,Logan Taylor,orders556@supplier71.example.com,(232) 318-9471,San Antonio,TX,78205,30,false
SUP0557,FireOven Packaging 557,meat,Riley Harris,orders557@supplier72.example.com,(874) 802-1554,Portland,OR,97201,45,true
SUP0558,FireOven Packaging 558,equipment,Ava Hernandez,orders558@supplier73.example.com,(631) 686-6483,Miami,FL,33101,45,false
SUP0559,Harvest Flour Mills 559,meat,Henry Hernandez,orders559@supplier74.example.com,(678) 759-4050,Dallas,TX,75201,15,false
SUP0560,Artisan Cheese Works 560,packaging,Riley Ramirez,orders560@supplier75.example.com,(948) 608-8759,Atlanta,GA,30303,30,false
SUP0561,FireOven Packaging 561,dry_goods,Matthew Sanchez,orders561@supplier76.example.com,(507) 241-4838,Phoenix,AZ,85004,15,false
SUP0562,GreenLeaf Produce 562,packaging,Daniel Nguyen,orders562@supplier77.example.com,(229) 367-9391,Nashville,TN,37203,30,true
SUP0563,Coastal Seafoods 563,packaging,Nova Rodriguez,orders563@supplier78.example.com,(333) 879-6458,Columbus,OH,43215,15,true
SUP0564,Harvest Flour Mills 564,equipment,Ella Robinson,orders564@supplier79.example.com,(605) 369-8546,Denver,CO,80202,15,false
SUP0565,Harvest Flour Mills 565,meat,Henry Garcia,orders565@supplier80.example.com,(389) 441-4331,San Antonio,TX,78205,60,false
SUP0566,Harvest Flour Mills 566,beverages,Jack White,orders566@supplier81.example.com,(205) 688-3610,San Antonio,TX,78205,45,false
SUP0567,Urban Beverage Dist 567,beverages,Ethan Walker,orders567@supplier82.example.com,(884) 585-8593,Chicago,IL,60601,30,true
SUP0568,Urban Beverage Dist 568,produce,Emily Rodriguez,orders568@supplier83.example.com,(609) 991-6359,Dallas,TX,75201,45,true
SUP0569,Urban Beverage Dist 569,packaging,Daniel Wright,orders569@supplier84.example.com,(273) 555-9000,Tampa,FL,33602,15,false
SUP0570,Harvest Flour Mills 570,equipment,James White,orders570@supplier85.example.com,(570) 548-9215,Atlanta,GA,30303,15,false
SUP0571,Urban Beverage Dist 571,dairy,Samuel Anderson,orders571@supplier86.example.com,(341) 711-4079,Nashville,TN,37203,15,false
SUP0572,Roma Tomato Co 572,meat,Scarlett Lopez,orders572@supplier87.example.com,(635) 354-5668,Seattle,WA,98101,45,false
SUP0573,Artisan Cheese Works 573,dairy,Evelyn Clark,orders573@supplier88.example.com,(383) 367-7524,Charlotte,NC,28202,15,false
SUP0574,FireOven Packaging 574,beverages,Layla Miller,orders574@supplier89.example.com,(871) 614-1200,Dallas,TX,75201,30,false
SUP0575,Urban Beverage Dist 575,beverages,Logan Smith,orders575@supplier90.example.com,(697) 869-7581,Atlanta,GA,30303,60,true
SUP0576,Urban Beverage Dist 576,meat,Levi Davis,orders576@supplier91.example.com,(818) 661-9225,Denver,CO,80202,45,true
SUP0577,FireOven Packaging 577,equipment,Aria White,orders577@supplier92.example.com,(314) 383-7947,Tampa,FL,33602,60,true
SUP0578,Harvest Flour Mills 578,dairy,Alexander Nguyen,orders578@supplier93.example.com,(464) 402-9436,Dallas,TX,75201,60,false
SUP0579,GreenLeaf Produce 579,dairy,Elijah Young,orders579@supplier94.example.com,(671) 575-1820,Portland,OR,97201,45,false
SUP0580,GreenLeaf Produce 580,equipment,Liam Wright,orders580@supplier95.example.com,(473) 383-5804,Phoenix,AZ,85004,45,false
SUP0581,FireOven Packaging 581,meat,Hazel Williams,orders581@supplier96.example.com,(810) 314-6853,Portland,OR,97201,15,false
SUP0582,Coastal Seafoods 582,produce,Oliver Wright,orders582@supplier0.example.com,(296) 329-3369,Seattle,WA,98101,60,false
SUP0583,FireOven Packaging 583,dry_goods,Penelope Flores,orders583@supplier1.example.com,(449) 950-9577,Denver,CO,80202,60,false
SUP0584,FireOven Packaging 584,dairy,Lucas Hill,orders584@supplier2.example.com,(941) 853-2656,Phoenix,AZ,85004,60,false
SUP0585,Roma Tomato Co 585,meat,Hazel Martin,orders585@supplier3.example.com,(632) 610-1366,Tampa,FL,33602,30,true
SUP0586,Roma Tomato Co 586,equipment,Jacob Davis,orders586@supplier4.example.com,(396) 784-5275,Denver,CO,80202,45,false
SUP0587,Coastal Seafoods 587,beverages,Noah White,orders587@supplier5.example.com,(787) 684-4525,Chicago,IL,60601,60,false
SUP0588,Harvest Flour Mills 588,meat,Lily Williams,orders588@supplier6.example.com,(819) 608-3969,Tampa,FL,33602,45,false
SUP0589,Coastal Seafoods 589,dairy,Grace Rodriguez,orders589@supplier7.example.com,(481) 473-8576,Seattle,WA,98101,45,false
SUP0590,Valley Farms Dairy 590,beverages,Emily Anderson,orders590@supplier8.example.com,(265) 826-5715,San Antonio,TX,78205,60,false
SUP0591,FireOven Packaging 591,packaging,Scarlett Walker,orders591@supplier9.example.com,(771) 212-6618,Miami,FL,33101,45,false
SUP0592,Artisan Cheese Works 592,produce,Logan Young,orders592@supplier10.example.com,(415) 745-3785,Charlotte,NC,28202,60,false
SUP0593,Roma Tomato Co 593,beverages,Jackson Scott,orders593@supplier11.example.com,(553) 285-4400,Austin,TX,78701,45,false
SUP0594,FireOven Packaging 594,dry_goods,Matthew Robinson,orders594@supplier12.example.com,(230) 359-3731,Nashville,TN,37203,45,false
SUP0595,Valley Farms Dairy 595,equipment,Abigail Scott,orders595@supplier13.example.com,(961) 702-4845,Seattle,WA,98101,60,true
SUP0596,Urban Beverage Dist 596,packaging,Elijah Miller,orders596@supplier14.example.com,(605) 423-4462,Houston,TX,77002,15,false
SUP0597,Harvest Flour Mills 597,equipment,David Sanchez,orders597@supplier15.example.com,(763) 618-6767,Houston,TX,77002,30,false
SUP0598,GreenLeaf Produce 598,meat,David White,orders598@supplier16.example.com,(845) 308-6206,Atlanta,GA,30303,60,false
SUP0599,Artisan Cheese Works 599,equipment,Logan Jackson,orders599@supplier17.example.com,(660) 360-3910,Seattle,WA,98101,60,false
SUP0600,FireOven Packaging 600,equipment,Logan Lopez,orders600@supplier18.example.com,(899) 300-7280,Chicago,IL,60601,60,true
SUP0601,Coastal Seafoods 601,beverages,Liam Flores,orders601@supplier19.example.com,(429) 341-9247,Seattle,WA,98101,15,false
SUP0602,Urban Beverage Dist 602,dairy,Emily Flores,orders602@supplier20.example.com,(455) 370-8731,Tampa,FL,33602,15,true
SUP0603,Urban Beverage Dist 603,packaging,Lily Gonzalez,orders603@supplier21.example.com,(365) 668-7046,Austin,TX,78701,30,false
SUP0604,Coastal Seafoods 604,meat,Isabella Jackson,orders604@supplier22.example.com,(266) 231-4391,Columbus,OH,43215,60,false
SUP0605,Artisan Cheese Works 605,produce,Mason Robinson,orders605@supplier23.example.com,(712) 856-2821,Miami,FL,33101,45,true
SUP0606,Harvest Flour Mills 606,produce,Logan Jones,orders606@supplier24.example.com,(207) 966-1529,Columbus,OH,43215,60,true
SUP0607,Urban Beverage Dist 607,dairy,Grace Taylor,orders607@supplier25.example.com,(933) 750-2982,Portland,OR,97201,15,false
SUP0608,Valley Farms Dairy 608,meat,Daniel Williams,orders608@supplier26.example.com,(572) 609-9381,Charlotte,NC,28202,60,false
SUP0609,Roma Tomato Co 609,produce,Evelyn Nguyen,orders609@supplier27.example.com,(971) 314-3768,Dallas,TX,75201,45,false
SUP0610,Harvest Flour Mills 610,produce,Zoey Wilson,orders610@supplier28.example.com,(470) 299-6407,Phoenix,AZ,85004,15,false
SUP0611,Artisan Cheese Works 611,equipment,James Taylor,orders611@supplier29.example.com,(550) 502-8285,Tampa,FL,33602,45,true
SUP0612,GreenLeaf Produce 612,packaging,Benjamin Hill,orders612@supplier30.example.com,(236) 979-3294,Tampa,FL,33602,30,false
SUP0613,Coastal Seafoods 613,meat,Riley White,orders613@supplier31.example.com,(930) 498-6024,Austin,TX,78701,30,false
SUP0614,Artisan Cheese Works 614,beverages,Chloe Jackson,orders614@supplier32.example.com,(358) 961-3106,Denver,CO,80202,30,false
SUP0615,Urban Beverage Dist 615,meat,Hazel Anderson,orders615@supplier33.example.com,(228) 416-5963,Charlotte,NC,28202,30,false
SUP0616,FireOven Packaging 616,beverages,Lily King,orders616@supplier34.example.com,(615) 688-3791,Denver,CO,80202,45,false
SUP0617,FireOven Packaging 617,packaging,Michael Harris,orders617@supplier35.example.com,(696) 863-3770,Atlanta,GA,30303,60,false
SUP0618,Urban Beverage Dist 618,dairy,Aurora Jones,orders618@supplier36.example.com,(550) 430-6067,Columbus,OH,43215,30,false
